sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A wall being entertained by a podcast.,near,0.25,0.75,3661.69921875,455.49774169921875,-22.91259002685547,455.49774169921875,-1194.6575927734375
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,2859.6865234375,23.842689514160156,-16.92753028869629,23.842689514160156,-1278.2052001953125
A woman applying for a job.,probable,1.0,0.0,1332.484375,-1155.725341796875,-26.353527069091797,-1155.725341796875,-3375.465087890625
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,1208.181640625,98.810302734375,-23.222557067871094,98.810302734375,-453.58587646484375
Adding a boy to 79.,far,0.0,1.0,1010.7747802734375,113.42613220214844,-26.517757415771484,113.42613220214844,-176.20950317382812
Adding a wall to 79.,far,0.0,1.0,1471.8492431640625,48.31144332885742,-32.03434371948242,48.31144332885742,-573.91064453125
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,1016.8804321289062,78.90766143798828,-15.12098217010498,78.90766143798828,-302.525146484375
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,1812.6434326171875,175.98960876464844,-20.313810348510742,175.98960876464844,-514.204345703125
Dividing 12 by a mile.,near,0.125,0.875,1941.4991455078125,473.3218994140625,-23.728303909301758,473.3218994140625,-1356.62060546875
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,2102.083984375,752.6668701171875,-54.672386169433594,752.6668701171875,-1133.2962646484375
Dividing 12 by a teenager.,far,0.0,1.0,2145.63720703125,71.73502349853516,-32.2718505859375,71.73502349853516,-2078.87451171875
Dividing 12 by the number 4.,probable,0.8,0.2,994.9059448242188,-548.0775146484375,-20.356258392333984,-548.0775146484375,-3137.36962890625
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,2664.158203125,887.80322265625,-10.652327537536621,887.80322265625,-926.966064453125
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,2503.31689453125,820.0645751953125,-41.048431396484375,820.0645751953125,-1319.5670166015625
Taking the square root of a toddler.,far,0.0,1.0,2919.4169921875,966.6316528320312,-46.59540939331055,966.6316528320312,-825.9034423828125
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,1856.5419921875,-602.0629272460938,-24.369369506835938,-602.0629272460938,-3180.69091796875
The number 10 feeling regretful.,far,0.25,0.75,2085.04541015625,-300.99664306640625,-3.5308470726013184,-300.99664306640625,-2409.65380859375
The number 12 applying for a job.,far,0.3,0.7,1517.85546875,-293.96258544921875,-22.927444458007812,-293.96258544921875,-2001.1568603515625
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,1279.286865234375,-540.1870727539062,-23.3843994140625,-540.1870727539062,-2734.34716796875
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,2278.607666015625,-261.3428649902344,-26.867076873779297,-261.3428649902344,-2918.08984375
The number 13 writing a play.,far,0.0,1.0,1854.489013671875,-91.15325927734375,-9.400446891784668,-91.15325927734375,-1296.24072265625
The number 16 being amused by a tv show.,far,0.1,0.9,2474.374267578125,-155.63525390625,-19.1324405670166,-155.63525390625,-2736.785888671875
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,2653.6201171875,213.97743225097656,-19.45374870300293,213.97743225097656,-1270.1441650390625
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,2131.779296875,6.4905242919921875,-13.768121719360352,6.4905242919921875,-2628.939208984375
