sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A toddler being amused by a tv show.,probable,1.0,0.0,246.6788330078125,-19.660953521728516,11.005607604980469,-19.660953521728516,-31.188093185424805
A wall being entertained by a podcast.,near,0.25,0.75,267.2266540527344,-18.83432388305664,17.312301635742188,-18.83432388305664,-23.487163543701172
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,284.3537902832031,-17.054325103759766,17.694467544555664,-17.054325103759766,-23.19537353515625
A woman applying for a job.,probable,1.0,0.0,240.10147094726562,-19.959941864013672,14.664093971252441,-19.959941864013672,-29.25531005859375
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,148.94398498535156,-10.84009838104248,13.812417984008789,-10.84009838104248,-10.037455558776855
Adding a boy to 79.,far,0.0,1.0,167.7085418701172,-11.241948127746582,18.727815628051758,-11.241948127746582,-10.073850631713867
Adding a wall to 79.,far,0.0,1.0,161.85830688476562,-11.312644958496094,15.152091026306152,-11.312644958496094,-13.342000007629395
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,165.30506896972656,-7.921603202819824,17.632049560546875,-7.921603202819824,-10.063152313232422
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,217.1380157470703,-17.29358673095703,17.198734283447266,-17.29358673095703,-16.910682678222656
Dividing 12 by a mile.,near,0.125,0.875,226.05645751953125,-14.082290649414062,19.128719329833984,-14.082290649414062,-15.547431945800781
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,223.69993591308594,-16.13412857055664,16.22348403930664,-16.13412857055664,-18.644460678100586
Dividing 12 by a teenager.,far,0.0,1.0,243.6414031982422,-15.615477561950684,15.668760299682617,-15.615477561950684,-20.26972198486328
Dividing 12 by the number 4.,probable,0.8,0.2,197.5895233154297,-16.214059829711914,14.08873462677002,-16.214059829711914,-20.02294158935547
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,248.3080596923828,-14.666522026062012,18.25229263305664,-14.666522026062012,-14.859640121459961
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,229.2169952392578,-16.338699340820312,18.036869049072266,-16.338699340820312,-17.08061408996582
Taking the square root of a toddler.,far,0.0,1.0,249.349609375,-14.797883033752441,17.110179901123047,-14.797883033752441,-16.299718856811523
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,230.344482421875,-15.401874542236328,13.956047058105469,-15.401874542236328,-22.060733795166016
The number 10 feeling regretful.,far,0.25,0.75,233.94378662109375,-16.830745697021484,17.78518295288086,-16.830745697021484,-22.839828491210938
The number 12 applying for a job.,far,0.3,0.7,240.2772216796875,-19.661540985107422,18.223407745361328,-19.661540985107422,-18.116247177124023
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,203.83322143554688,-13.917562484741211,14.340239524841309,-13.917562484741211,-19.55982208251953
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,234.19384765625,-17.066776275634766,13.350908279418945,-17.066776275634766,-24.054615020751953
The number 13 writing a play.,far,0.0,1.0,221.23208618164062,-19.130752563476562,19.03176498413086,-19.130752563476562,-22.68442153930664
The number 16 being amused by a tv show.,far,0.1,0.9,251.8353729248047,-17.5943603515625,15.823431015014648,-17.5943603515625,-23.93563461303711
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,241.3763427734375,-18.193675994873047,17.0444278717041,-18.193675994873047,-20.78849983215332
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,235.66506958007812,-16.714557647705078,15.59235954284668,-16.714557647705078,-23.236804962158203
