sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,6.064037322998047,-3.0848441123962402,-5.168879508972168,-3.0848441123962402,-5.168879508972168
Someone is about to eat a lollipop.,possible,1.0,0.0,7.282286643981934,-1.6688079833984375,-4.082050800323486,-1.6688079833984375,-4.082050800323486
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,7.021709442138672,-3.209916591644287,-4.902318000793457,-3.209916591644287,-4.902318000793457
Someone is about to eat a planet.,impossible,0.025,0.975,15.133878707885742,-0.40988779067993164,-3.5104289054870605,-0.40988779067993164,-3.5104289054870605
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,9.504902839660645,-3.214590072631836,-4.896026611328125,-3.214590072631836,-4.896026611328125
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,6.713877201080322,-3.23795223236084,-4.848997116088867,-3.23795223236084,-4.848997116088867
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,6.082627296447754,-3.406550407409668,-5.10975980758667,-3.406550407409668,-5.10975980758667
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,8.9784574508667,-3.170872211456299,-5.188016414642334,-3.170872211456299,-5.188016414642334
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,6.721792221069336,-1.9866604804992676,-4.545284748077393,-1.9866604804992676,-4.545284748077393
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,10.448673248291016,-3.946871042251587,-5.807925701141357,-3.946871042251587,-5.807925701141357
Someone is about to find a sweater in a closet.,possible,1.0,0.0,8.813870429992676,-4.213030815124512,-5.886212348937988,-4.213030815124512,-5.886212348937988
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,9.998126983642578,-3.5395402908325195,-5.67190408706665,-3.5395402908325195,-5.67190408706665
Someone is about to have a cat as a pet.,possible,1.0,0.0,4.736560344696045,-3.87253475189209,-6.049408912658691,-3.87253475189209,-6.049408912658691
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,6.350600242614746,-3.563621759414673,-6.069526672363281,-3.563621759414673,-6.069526672363281
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,8.571683883666992,-3.361635446548462,-5.759321689605713,-3.361635446548462,-5.759321689605713
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,8.093767166137695,-2.900540351867676,-4.826662063598633,-2.900540351867676,-4.826662063598633
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,13.094429016113281,-1.3115487098693848,-3.8439321517944336,-1.3115487098693848,-3.8439321517944336
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,13.22790813446045,-2.312793254852295,-3.968806266784668,-2.312793254852295,-3.968806266784668
Someone is about to live for 1000 years.,impossible,0.0,1.0,9.809059143066406,-1.2056965827941895,-4.103257179260254,-1.2056965827941895,-4.103257179260254
Someone is about to live for 110 years.,improbable,1.0,0.0,10.783968925476074,-1.2106812000274658,-4.0358686447143555,-1.2106812000274658,-4.0358686447143555
Someone is about to live for 60 years.,possible,1.0,0.0,10.923835754394531,-1.396876573562622,-4.121851444244385,-1.396876573562622,-4.121851444244385
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,1.3269577026367188,-3.487022638320923,-4.146748065948486,-3.487022638320923,-4.146748065948486
Someone is about to make a house out of bricks.,possible,0.975,0.025,12.74590015411377,-2.1991209983825684,-4.635342121124268,-2.1991209983825684,-4.635342121124268
Someone is about to make a house out of gas.,impossible,0.0,1.0,12.46638011932373,-1.736849308013916,-4.351791858673096,-1.736849308013916,-4.351791858673096
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,12.975074768066406,-1.543494462966919,-4.367605209350586,-1.543494462966919,-4.367605209350586
Someone is about to make their friend cry.,improbable,1.0,0.0,9.929353713989258,-2.7870631217956543,-4.0687360763549805,-2.7870631217956543,-4.0687360763549805
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,12.839035987854004,-2.377072811126709,-4.316351413726807,-2.377072811126709,-4.316351413726807
Someone is about to make their friend smile.,possible,1.0,0.0,10.105790138244629,-3.2136425971984863,-4.484373092651367,-3.2136425971984863,-4.484373092651367
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,8.983980178833008,-3.087702751159668,-5.034637451171875,-3.087702751159668,-5.034637451171875
Someone is about to move a marble with their hand.,possible,1.0,0.0,6.812479019165039,-3.77934193611145,-5.329157829284668,-3.77934193611145,-5.329157829284668
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,10.039055824279785,-2.7885067462921143,-4.613199234008789,-2.7885067462921143,-4.613199234008789
Someone is about to not eat for 1 hour.,possible,1.0,0.0,7.201634407043457,-2.7620770931243896,-4.842157363891602,-2.7620770931243896,-4.842157363891602
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,8.187220573425293,-1.9450888633728027,-4.393195152282715,-1.9450888633728027,-4.393195152282715
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,9.15182113647461,-1.414804220199585,-3.965067148208618,-1.414804220199585,-3.965067148208618
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,9.426905632019043,-2.4795126914978027,-4.476487159729004,-2.4795126914978027,-4.476487159729004
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,8.950765609741211,-2.6351418495178223,-4.777630805969238,-2.6351418495178223,-4.777630805969238
Someone is about to open a window with their hand.,possible,1.0,0.0,7.460411071777344,-2.6100659370422363,-4.548615455627441,-2.6100659370422363,-4.548615455627441
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,9.850642204284668,-3.4870030879974365,-5.022027015686035,-3.4870030879974365,-5.022027015686035
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,9.571374893188477,-3.854050636291504,-5.445569038391113,-3.854050636291504,-5.445569038391113
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,6.839855194091797,-3.861178398132324,-5.483742713928223,-3.861178398132324,-5.483742713928223
Someone is about to play with a toy.,possible,1.0,0.0,4.556451797485352,-2.24808931350708,-4.375727653503418,-2.24808931350708,-4.375727653503418
Someone is about to play with a wolf.,improbable,0.8,0.2,9.600601196289062,-2.0035080909729004,-4.367191791534424,-2.0035080909729004,-4.367191791534424
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,12.637519836425781,-1.6279127597808838,-3.4408421516418457,-1.6279127597808838,-3.4408421516418457
Someone is about to ride a cow.,improbable,0.85,0.15,7.100152969360352,-1.8304370641708374,-4.002173900604248,-1.8304370641708374,-4.002173900604248
Someone is about to ride a horse.,possible,1.0,0.0,6.292573928833008,-2.0250096321105957,-3.8065457344055176,-2.0250096321105957,-3.8065457344055176
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,8.708024024963379,-2.2236504554748535,-4.091525077819824,-2.2236504554748535,-4.091525077819824
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,9.58414077758789,-1.881152868270874,-3.647624969482422,-1.881152868270874,-3.647624969482422
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,11.836629867553711,-1.1880607604980469,-3.4672675132751465,-1.1880607604980469,-3.4672675132751465
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,11.116328239440918,-1.9335991144180298,-3.836199998855591,-1.9335991144180298,-3.836199998855591
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,8.659292221069336,-2.7099862098693848,-4.002302169799805,-2.7099862098693848,-4.002302169799805
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,8.12387466430664,-2.0188634395599365,-3.685720920562744,-2.0188634395599365,-3.685720920562744
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,10.925467491149902,-2.1224145889282227,-3.98510479927063,-2.1224145889282227,-3.98510479927063
Someone is about to steal a large rock.,improbable,0.975,0.025,3.447997808456421,-3.803969383239746,-5.668703079223633,-3.803969383239746,-5.668703079223633
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,10.835230827331543,-2.8839263916015625,-4.813952922821045,-2.8839263916015625,-4.813952922821045
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,11.490299224853516,-2.7232279777526855,-4.643809795379639,-2.7232279777526855,-4.643809795379639
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,10.2837553024292,-3.1467926502227783,-5.3381147384643555,-3.1467926502227783,-5.3381147384643555
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,7.755209922790527,-3.8388123512268066,-5.399467945098877,-3.8388123512268066,-5.399467945098877
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,8.461881637573242,-3.4318315982818604,-5.248682022094727,-3.4318315982818604,-5.248682022094727
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,9.455036163330078,-2.380486488342285,-4.6001176834106445,-2.380486488342285,-4.6001176834106445
Someone is about to wait in line to go into the store.,possible,1.0,0.0,5.759838581085205,-2.6309008598327637,-3.9196503162384033,-2.6309008598327637,-3.9196503162384033
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,10.1685152053833,-3.2711191177368164,-4.808474540710449,-3.2711191177368164,-4.808474540710449
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,8.734306335449219,-1.9224913120269775,-4.485269546508789,-1.9224913120269775,-4.485269546508789
Someone is about to walk through an open door.,possible,1.0,0.0,7.636244773864746,-2.5493531227111816,-4.5197343826293945,-2.5493531227111816,-4.5197343826293945
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,8.992280006408691,-2.9668774604797363,-5.447843551635742,-2.9668774604797363,-5.447843551635742
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,10.7158842086792,-2.6429662704467773,-4.668414115905762,-2.6429662704467773,-4.668414115905762
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,11.142740249633789,-3.1010942459106445,-5.38397741317749,-3.1010942459106445,-5.38397741317749
