sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,805.9263916015625,-267.6289978027344,-94.84076690673828,-267.6289978027344,-1359.525146484375
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,1166.41455078125,-246.1927490234375,-79.58264923095703,-246.1927490234375,-1419.546142578125
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,1248.7620849609375,-272.376220703125,-91.4752197265625,-272.376220703125,-1551.4251708984375
Someone is about to live for 1000 years.,impossible,0.0,1.0,936.9857177734375,-282.4142150878906,-123.22724914550781,-282.4142150878906,-1672.1702880859375
Someone is about to live for 110 years.,improbable,1.0,0.0,920.9478759765625,-289.02947998046875,-129.7029266357422,-289.02947998046875,-1713.4039306640625
Someone is about to live for 60 years.,possible,1.0,0.0,539.2628784179688,-290.56494140625,-131.69630432128906,-290.56494140625,-1357.62451171875
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,708.5252075195312,-330.9065246582031,-183.29612731933594,-330.9065246582031,-1630.84716796875
Someone is about to make a house out of bricks.,possible,0.975,0.025,697.7354125976562,-314.4295959472656,-218.421630859375,-314.4295959472656,-1927.105224609375
Someone is about to make a house out of gas.,impossible,0.0,1.0,1251.9820556640625,-240.8529510498047,-199.60128784179688,-240.8529510498047,-1392.279052734375
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,1444.872802734375,-278.9728088378906,-217.19314575195312,-278.9728088378906,-2052.552001953125
Someone is about to make their friend cry.,improbable,1.0,0.0,889.4661865234375,-314.7833557128906,-101.392578125,-314.7833557128906,-1517.9139404296875
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,1057.4571533203125,-178.1074981689453,-129.8920440673828,-178.1074981689453,-1118.6485595703125
Someone is about to make their friend smile.,possible,1.0,0.0,792.6126708984375,-285.6614990234375,-88.42146301269531,-285.6614990234375,-1368.797119140625
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,987.84375,-268.90313720703125,-165.45445251464844,-268.90313720703125,-1843.8392333984375
Someone is about to move a marble with their hand.,possible,1.0,0.0,184.94454956054688,-310.5133056640625,-215.65640258789062,-310.5133056640625,-2023.64453125
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,1114.3253173828125,-230.29098510742188,-141.9618377685547,-230.29098510742188,-1862.1895751953125
Someone is about to not eat for 1 hour.,possible,1.0,0.0,511.356201171875,-280.5866394042969,-171.99038696289062,-280.5866394042969,-1589.5966796875
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,763.769287109375,-305.1646728515625,-170.75299072265625,-305.1646728515625,-1608.052490234375
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,1060.0030517578125,-290.573486328125,-158.84576416015625,-290.573486328125,-1710.276611328125
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,895.6321411132812,-266.6242980957031,-136.34498596191406,-266.6242980957031,-1149.044677734375
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,966.3367919921875,-269.3804931640625,-184.884765625,-269.3804931640625,-1457.8388671875
Someone is about to open a window with their hand.,possible,1.0,0.0,378.84576416015625,-314.9602355957031,-179.20399475097656,-314.9602355957031,-1796.6827392578125
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,948.5908203125,-261.9793701171875,-220.35919189453125,-261.9793701171875,-2088.831787109375
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,499.041748046875,-355.42608642578125,-246.37274169921875,-355.42608642578125,-2334.08251953125
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,62.46514892578125,-417.9073486328125,-255.47572326660156,-417.9073486328125,-2551.735107421875
Someone is about to play with a toy.,possible,1.0,0.0,174.1785888671875,-381.671630859375,-206.36557006835938,-381.671630859375,-1876.4144287109375
Someone is about to play with a wolf.,improbable,0.8,0.2,804.550537109375,-299.64007568359375,-212.12942504882812,-299.64007568359375,-1642.158447265625
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,797.5517578125,-249.03292846679688,-100.65225219726562,-249.03292846679688,-1330.4315185546875
Someone is about to ride a cow.,improbable,0.85,0.15,1020.99072265625,-285.7814636230469,-237.575439453125,-285.7814636230469,-1775.70947265625
Someone is about to ride a horse.,possible,1.0,0.0,331.7272033691406,-375.9615478515625,-210.14691162109375,-375.9615478515625,-1891.537353515625
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,1246.314697265625,-161.53028869628906,-169.5211181640625,-161.53028869628906,-1179.6812744140625
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,221.1974639892578,-304.4438171386719,-138.45611572265625,-304.4438171386719,-1537.2734375
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,1197.3270263671875,-229.53860473632812,-102.02120971679688,-229.53860473632812,-1164.4000244140625
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,961.3123779296875,-300.08489990234375,-139.5911102294922,-300.08489990234375,-1489.57275390625
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,722.7720947265625,-255.22801208496094,-147.10015869140625,-255.22801208496094,-1546.34033203125
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,218.7855224609375,-296.2493896484375,-159.48538208007812,-296.2493896484375,-1874.0556640625
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,1017.2118530273438,-229.31597900390625,-133.03688049316406,-229.31597900390625,-1432.5244140625
Someone is about to steal a large rock.,improbable,0.975,0.025,489.2275085449219,-344.470703125,-243.94912719726562,-344.470703125,-2175.189453125
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,709.0023193359375,-342.3544921875,-232.2642364501953,-342.3544921875,-1960.398193359375
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,848.3366088867188,-299.0174255371094,-219.21690368652344,-299.0174255371094,-1703.21875
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,498.7232971191406,-321.5817565917969,-233.63951110839844,-321.5817565917969,-1903.645263671875
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,222.8040771484375,-408.2336120605469,-194.48483276367188,-408.2336120605469,-2035.11865234375
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,831.634521484375,-339.77862548828125,-208.9208526611328,-339.77862548828125,-2022.617919921875
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,1040.44140625,-269.4297790527344,-120.72883605957031,-269.4297790527344,-1492.5482177734375
Someone is about to wait in line to go into the store.,possible,1.0,0.0,91.40789794921875,-407.8304443359375,-189.30929565429688,-407.8304443359375,-1860.565673828125
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,726.357177734375,-301.4556579589844,-218.050537109375,-301.4556579589844,-1733.43017578125
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,804.7960815429688,-297.2131652832031,-206.73760986328125,-297.2131652832031,-1588.948486328125
Someone is about to walk through an open door.,possible,1.0,0.0,428.48162841796875,-368.0636291503906,-184.04354858398438,-368.0636291503906,-1814.5355224609375
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,770.1022338867188,-293.6695251464844,-238.47096252441406,-293.6695251464844,-1595.9588623046875
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,1311.654541015625,-97.09278869628906,-184.27243041992188,-97.09278869628906,-866.0810546875
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,1251.6097412109375,-276.83111572265625,-224.70059204101562,-276.83111572265625,-1592.696044921875
