,train_feature,fold,layer,condition,accuracy
157,impossible,0,10,inconceivable,0.9285714285714286
158,impossible,0,10,syntactic,1.0
159,impossible,0,10,shuffled,0.8571428571428571
160,impossible,0,10,train,0.7857142857142857
161,impossible,0,11,probable,0.5714285714285714
162,impossible,0,11,improbable,0.42857142857142855
163,impossible,0,11,impossible,0.42857142857142855
164,impossible,0,11,inconceivable,0.7142857142857143
165,impossible,0,11,syntactic,0.7857142857142857
166,impossible,0,11,shuffled,0.7142857142857143
167,impossible,0,11,train,0.7857142857142857
168,inconceivable,0,0,probable,0.7142857142857143
169,inconceivable,0,0,improbable,0.42857142857142855
170,inconceivable,0,0,impossible,0.35714285714285715
171,inconceivable,0,0,inconceivable,0.9285714285714286
172,inconceivable,0,0,syntactic,0.9285714285714286
173,inconceivable,0,0,shuffled,0.6428571428571429
174,inconceivable,0,0,train,0.8928571428571429
175,inconceivable,0,1,probable,0.7857142857142857
176,inconceivable,0,1,improbable,0.21428571428571427
177,inconceivable,0,1,impossible,0.35714285714285715
178,inconceivable,0,1,inconceivable,0.9285714285714286
179,inconceivable,0,1,syntactic,0.8571428571428571
180,inconceivable,0,1,shuffled,0.42857142857142855
181,inconceivable,0,1,train,0.875
182,inconceivable,0,2,probable,0.6428571428571429
183,inconceivable,0,2,improbable,0.21428571428571427
184,inconceivable,0,2,impossible,0.2857142857142857
185,inconceivable,0,2,inconceivable,1.0
186,inconceivable,0,2,syntactic,1.0
187,inconceivable,0,2,shuffled,0.42857142857142855
188,inconceivable,0,2,train,0.9375
189,inconceivable,0,3,probable,0.9285714285714286
190,inconceivable,0,3,improbable,0.42857142857142855
191,inconceivable,0,3,impossible,0.35714285714285715
192,inconceivable,0,3,inconceivable,1.0
193,inconceivable,0,3,syntactic,0.9285714285714286
194,inconceivable,0,3,shuffled,0.6428571428571429
195,inconceivable,0,3,train,0.9553571428571429
196,inconceivable,0,4,probable,0.9285714285714286
197,inconceivable,0,4,improbable,0.14285714285714285
198,inconceivable,0,4,impossible,0.21428571428571427
199,inconceivable,0,4,inconceivable,1.0
200,inconceivable,0,4,syntactic,1.0
201,inconceivable,0,4,shuffled,0.5714285714285714
202,inconceivable,0,4,train,0.9553571428571429
203,inconceivable,0,5,probable,0.8571428571428571
204,inconceivable,0,5,improbable,0.21428571428571427
205,inconceivable,0,5,impossible,0.42857142857142855
206,inconceivable,0,5,inconceivable,1.0
207,inconceivable,0,5,syntactic,1.0
208,inconceivable,0,5,shuffled,0.5714285714285714
209,inconceivable,0,5,train,0.9732142857142857
210,inconceivable,0,6,probable,1.0
211,inconceivable,0,6,improbable,0.21428571428571427
212,inconceivable,0,6,impossible,0.35714285714285715
213,inconceivable,0,6,inconceivable,1.0
214,inconceivable,0,6,syntactic,1.0
215,inconceivable,0,6,shuffled,0.6428571428571429
216,inconceivable,0,6,train,0.9821428571428571
217,inconceivable,0,7,probable,0.8571428571428571
218,inconceivable,0,7,improbable,0.07142857142857142
219,inconceivable,0,7,impossible,0.35714285714285715
220,inconceivable,0,7,inconceivable,1.0
221,inconceivable,0,7,syntactic,1.0
222,inconceivable,0,7,shuffled,0.5714285714285714
223,inconceivable,0,7,train,1.0
224,inconceivable,0,8,probable,0.9285714285714286
225,inconceivable,0,8,improbable,0.07142857142857142
226,inconceivable,0,8,impossible,0.5
227,inconceivable,0,8,inconceivable,0.9285714285714286
228,inconceivable,0,8,syntactic,1.0
229,inconceivable,0,8,shuffled,0.6428571428571429
230,inconceivable,0,8,train,0.9375
231,inconceivable,0,9,probable,0.9285714285714286
232,inconceivable,0,9,improbable,0.2857142857142857
233,inconceivable,0,9,impossible,0.42857142857142855
234,inconceivable,0,9,inconceivable,0.9285714285714286
235,inconceivable,0,9,syntactic,1.0
236,inconceivable,0,9,shuffled,0.7142857142857143
237,inconceivable,0,9,train,0.9196428571428571
238,inconceivable,0,10,probable,0.8571428571428571
239,inconceivable,0,10,improbable,0.14285714285714285
240,inconceivable,0,10,impossible,0.2857142857142857
241,inconceivable,0,10,inconceivable,0.8571428571428571
242,inconceivable,0,10,syntactic,0.9285714285714286
243,inconceivable,0,10,shuffled,0.7142857142857143
244,inconceivable,0,10,train,0.9196428571428571
245,inconceivable,0,11,probable,0.8571428571428571
246,inconceivable,0,11,improbable,0.42857142857142855
247,inconceivable,0,11,impossible,0.42857142857142855
248,inconceivable,0,11,inconceivable,0.8571428571428571
249,inconceivable,0,11,syntactic,0.7857142857142857
250,inconceivable,0,11,shuffled,0.7857142857142857
251,inconceivable,0,11,train,0.8482142857142857
252,syntactic,0,0,probable,1.0
253,syntactic,0,0,improbable,0.0
254,syntactic,0,0,impossible,0.07142857142857142
255,syntactic,0,0,inconceivable,0.35714285714285715
256,syntactic,0,0,syntactic,1.0
257,syntactic,0,0,shuffled,0.5714285714285714
258,syntactic,0,0,train,0.9553571428571429
259,syntactic,0,1,probable,1.0
260,syntactic,0,1,improbable,0.07142857142857142
261,syntactic,0,1,impossible,0.0
262,syntactic,0,1,inconceivable,0.42857142857142855
263,syntactic,0,1,syntactic,1.0
264,syntactic,0,1,shuffled,0.2857142857142857
265,syntactic,0,1,train,0.9464285714285714
266,syntactic,0,2,probable,1.0
267,syntactic,0,2,improbable,0.07142857142857142
268,syntactic,0,2,impossible,0.0
269,syntactic,0,2,inconceivable,0.14285714285714285
270,syntactic,0,2,syntactic,1.0
271,syntactic,0,2,shuffled,0.42857142857142855
272,syntactic,0,2,train,0.9910714285714286
273,syntactic,0,3,probable,1.0
274,syntactic,0,3,improbable,0.07142857142857142
275,syntactic,0,3,impossible,0.0
276,syntactic,0,3,inconceivable,0.35714285714285715
277,syntactic,0,3,syntactic,1.0
278,syntactic,0,3,shuffled,0.5
279,syntactic,0,3,train,0.9821428571428571
280,syntactic,0,4,probable,1.0
281,syntactic,0,4,improbable,0.0
282,syntactic,0,4,impossible,0.07142857142857142
283,syntactic,0,4,inconceivable,0.5
284,syntactic,0,4,syntactic,1.0
285,syntactic,0,4,shuffled,0.6428571428571429
286,syntactic,0,4,train,0.9910714285714286
287,syntactic,0,5,probable,1.0
288,syntactic,0,5,improbable,0.0
289,syntactic,0,5,impossible,0.07142857142857142
290,syntactic,0,5,inconceivable,0.5
291,syntactic,0,5,syntactic,1.0
292,syntactic,0,5,shuffled,0.6428571428571429
293,syntactic,0,5,train,0.9910714285714286
294,syntactic,0,6,probable,1.0
295,syntactic,0,6,improbable,0.0
296,syntactic,0,6,impossible,0.14285714285714285
297,syntactic,0,6,inconceivable,0.6428571428571429
298,syntactic,0,6,syntactic,1.0
299,syntactic,0,6,shuffled,0.6428571428571429
300,syntactic,0,6,train,0.9910714285714286
301,syntactic,0,7,probable,1.0
302,syntactic,0,7,improbable,0.0
303,syntactic,0,7,impossible,0.14285714285714285
304,syntactic,0,7,inconceivable,0.5714285714285714
305,syntactic,0,7,syntactic,1.0
306,syntactic,0,7,shuffled,0.5714285714285714
307,syntactic,0,7,train,0.9821428571428571
308,syntactic,0,8,probable,1.0
309,syntactic,0,8,improbable,0.0
310,syntactic,0,8,impossible,0.07142857142857142
311,syntactic,0,8,inconceivable,0.5
312,syntactic,0,8,syntactic,0.9285714285714286
313,syntactic,0,8,shuffled,0.5714285714285714
314,syntactic,0,8,train,0.9821428571428571
315,syntactic,0,9,probable,1.0
316,syntactic,0,9,improbable,0.0
317,syntactic,0,9,impossible,0.14285714285714285
318,syntactic,0,9,inconceivable,0.5
319,syntactic,0,9,syntactic,0.7857142857142857
320,syntactic,0,9,shuffled,0.7142857142857143
321,syntactic,0,9,train,0.9642857142857143
322,syntactic,0,10,probable,1.0
323,syntactic,0,10,improbable,0.07142857142857142
324,syntactic,0,10,impossible,0.07142857142857142
325,syntactic,0,10,inconceivable,0.5714285714285714
326,syntactic,0,10,syntactic,0.8571428571428571
327,syntactic,0,10,shuffled,0.6428571428571429
328,syntactic,0,10,train,0.9642857142857143
329,syntactic,0,11,probable,1.0
330,syntactic,0,11,improbable,0.14285714285714285
331,syntactic,0,11,impossible,0.35714285714285715
332,syntactic,0,11,inconceivable,0.7142857142857143
333,syntactic,0,11,syntactic,0.7857142857142857
334,syntactic,0,11,shuffled,0.6428571428571429
335,syntactic,0,11,train,0.875
336,shuffled,0,0,probable,0.8571428571428571
337,shuffled,0,0,improbable,0.5
338,shuffled,0,0,impossible,0.2857142857142857
339,shuffled,0,0,inconceivable,0.21428571428571427
340,shuffled,0,0,syntactic,0.2857142857142857
341,shuffled,0,0,shuffled,0.8571428571428571
342,shuffled,0,0,train,0.875
343,shuffled,0,1,probable,0.7142857142857143
344,shuffled,0,1,improbable,0.42857142857142855
345,shuffled,0,1,impossible,0.42857142857142855
346,shuffled,0,1,inconceivable,0.2857142857142857
347,shuffled,0,1,syntactic,0.35714285714285715
348,shuffled,0,1,shuffled,0.7857142857142857
349,shuffled,0,1,train,0.8214285714285714
350,shuffled,0,2,probable,0.7142857142857143
351,shuffled,0,2,improbable,0.21428571428571427
352,shuffled,0,2,impossible,0.14285714285714285
353,shuffled,0,2,inconceivable,0.35714285714285715
354,shuffled,0,2,syntactic,0.7857142857142857
355,shuffled,0,2,shuffled,0.8571428571428571
356,shuffled,0,2,train,0.8214285714285714
357,shuffled,0,3,probable,0.7857142857142857
358,shuffled,0,3,improbable,0.21428571428571427
359,shuffled,0,3,impossible,0.14285714285714285
360,shuffled,0,3,inconceivable,0.7142857142857143
361,shuffled,0,3,syntactic,0.9285714285714286
362,shuffled,0,3,shuffled,0.7857142857142857
363,shuffled,0,3,train,0.875
364,shuffled,0,4,probable,1.0
365,shuffled,0,4,improbable,0.07142857142857142
366,shuffled,0,4,impossible,0.07142857142857142
367,shuffled,0,4,inconceivable,0.5714285714285714
368,shuffled,0,4,syntactic,1.0
369,shuffled,0,4,shuffled,0.9285714285714286
370,shuffled,0,4,train,0.9464285714285714
371,shuffled,0,5,probable,0.9285714285714286
372,shuffled,0,5,improbable,0.07142857142857142
373,shuffled,0,5,impossible,0.21428571428571427
374,shuffled,0,5,inconceivable,0.8571428571428571
375,shuffled,0,5,syntactic,1.0
376,shuffled,0,5,shuffled,1.0
377,shuffled,0,5,train,0.9642857142857143
378,shuffled,0,6,probable,1.0
379,shuffled,0,6,improbable,0.21428571428571427
380,shuffled,0,6,impossible,0.21428571428571427
381,shuffled,0,6,inconceivable,0.8571428571428571
382,shuffled,0,6,syntactic,1.0
383,shuffled,0,6,shuffled,0.9285714285714286
384,shuffled,0,6,train,0.9642857142857143
385,shuffled,0,7,probable,1.0
386,shuffled,0,7,improbable,0.0
387,shuffled,0,7,impossible,0.14285714285714285
388,shuffled,0,7,inconceivable,0.6428571428571429
389,shuffled,0,7,syntactic,1.0
390,shuffled,0,7,shuffled,0.9285714285714286
391,shuffled,0,7,train,0.9642857142857143
392,shuffled,0,8,probable,1.0
393,shuffled,0,8,improbable,0.0
394,shuffled,0,8,impossible,0.07142857142857142
395,shuffled,0,8,inconceivable,0.42857142857142855
396,shuffled,0,8,syntactic,1.0
397,shuffled,0,8,shuffled,0.9285714285714286
398,shuffled,0,8,train,0.9821428571428571
399,shuffled,0,9,probable,1.0
400,shuffled,0,9,improbable,0.07142857142857142
401,shuffled,0,9,impossible,0.14285714285714285
402,shuffled,0,9,inconceivable,0.5714285714285714
403,shuffled,0,9,syntactic,0.9285714285714286
404,shuffled,0,9,shuffled,0.9285714285714286
405,shuffled,0,9,train,0.9642857142857143
406,shuffled,0,10,probable,1.0
407,shuffled,0,10,improbable,0.07142857142857142
408,shuffled,0,10,impossible,0.07142857142857142
409,shuffled,0,10,inconceivable,0.5
410,shuffled,0,10,syntactic,0.7857142857142857
411,shuffled,0,10,shuffled,0.9285714285714286
412,shuffled,0,10,train,0.9553571428571429
413,shuffled,0,11,probable,0.9285714285714286
414,shuffled,0,11,improbable,0.14285714285714285
415,shuffled,0,11,impossible,0.2857142857142857
416,shuffled,0,11,inconceivable,0.5714285714285714
417,shuffled,0,11,syntactic,0.7857142857142857
418,shuffled,0,11,shuffled,0.8571428571428571
419,shuffled,0,11,train,0.9107142857142857
420,improbable,1,0,probable,0.35714285714285715
421,improbable,1,0,improbable,0.7857142857142857
422,improbable,1,0,impossible,0.8571428571428571
423,improbable,1,0,inconceivable,0.8571428571428571
424,improbable,1,0,syntactic,0.6428571428571429
425,improbable,1,0,shuffled,0.7857142857142857
426,improbable,1,0,train,0.6875
427,improbable,1,1,probable,0.5
428,improbable,1,1,improbable,0.7142857142857143
429,improbable,1,1,impossible,1.0
430,improbable,1,1,inconceivable,0.7142857142857143
431,improbable,1,1,syntactic,0.5714285714285714
432,improbable,1,1,shuffled,0.9285714285714286
433,improbable,1,1,train,0.7142857142857143
434,improbable,1,2,probable,0.2857142857142857
435,improbable,1,2,improbable,0.6428571428571429
436,improbable,1,2,impossible,0.7142857142857143
437,improbable,1,2,inconceivable,0.7142857142857143
438,improbable,1,2,syntactic,0.7142857142857143
439,improbable,1,2,shuffled,0.6428571428571429
440,improbable,1,2,train,0.7142857142857143
441,improbable,1,3,probable,0.5
442,improbable,1,3,improbable,0.6428571428571429
443,improbable,1,3,impossible,0.9285714285714286
444,improbable,1,3,inconceivable,0.5714285714285714
445,improbable,1,3,syntactic,0.5
446,improbable,1,3,shuffled,0.6428571428571429
447,improbable,1,3,train,0.7767857142857143
448,improbable,1,4,probable,0.5714285714285714
449,improbable,1,4,improbable,0.7142857142857143
450,improbable,1,4,impossible,0.5714285714285714
451,improbable,1,4,inconceivable,0.7142857142857143
452,improbable,1,4,syntactic,0.5
453,improbable,1,4,shuffled,0.6428571428571429
454,improbable,1,4,train,0.7857142857142857
455,improbable,1,5,probable,0.5
456,improbable,1,5,improbable,0.9285714285714286
457,improbable,1,5,impossible,0.6428571428571429
458,improbable,1,5,inconceivable,0.8571428571428571
459,improbable,1,5,syntactic,0.7142857142857143
460,improbable,1,5,shuffled,0.5714285714285714
461,improbable,1,5,train,0.7857142857142857
462,improbable,1,6,probable,0.5
463,improbable,1,6,improbable,0.7142857142857143
464,improbable,1,6,impossible,0.5714285714285714
465,improbable,1,6,inconceivable,0.8571428571428571
466,improbable,1,6,syntactic,1.0
467,improbable,1,6,shuffled,0.7142857142857143
468,improbable,1,6,train,0.8214285714285714
469,improbable,1,7,probable,0.42857142857142855
470,improbable,1,7,improbable,0.7857142857142857
471,improbable,1,7,impossible,0.6428571428571429
472,improbable,1,7,inconceivable,1.0
473,improbable,1,7,syntactic,0.9285714285714286
474,improbable,1,7,shuffled,1.0
475,improbable,1,7,train,0.8125
476,improbable,1,8,probable,0.2857142857142857
477,improbable,1,8,improbable,0.9285714285714286
478,improbable,1,8,impossible,0.7857142857142857
479,improbable,1,8,inconceivable,1.0
480,improbable,1,8,syntactic,1.0
481,improbable,1,8,shuffled,1.0
482,improbable,1,8,train,0.7946428571428571
483,improbable,1,9,probable,0.42857142857142855
484,improbable,1,9,improbable,0.6428571428571429
485,improbable,1,9,impossible,0.5714285714285714
486,improbable,1,9,inconceivable,1.0
487,improbable,1,9,syntactic,1.0
488,improbable,1,9,shuffled,1.0
489,improbable,1,9,train,0.75
490,improbable,1,10,probable,0.5714285714285714
491,improbable,1,10,improbable,0.42857142857142855
492,improbable,1,10,impossible,0.5
493,improbable,1,10,inconceivable,0.9285714285714286
494,improbable,1,10,syntactic,1.0
495,improbable,1,10,shuffled,1.0
496,improbable,1,10,train,0.7589285714285714
497,improbable,1,11,probable,0.5
498,improbable,1,11,improbable,0.8571428571428571
499,improbable,1,11,impossible,0.7142857142857143
500,improbable,1,11,inconceivable,0.7142857142857143
501,improbable,1,11,syntactic,0.8571428571428571
502,improbable,1,11,shuffled,0.9285714285714286
503,improbable,1,11,train,0.6696428571428571
504,impossible,1,0,probable,0.42857142857142855
505,impossible,1,0,improbable,0.6428571428571429
506,impossible,1,0,impossible,0.21428571428571427
507,impossible,1,0,inconceivable,0.7142857142857143
508,impossible,1,0,syntactic,0.6428571428571429
509,impossible,1,0,shuffled,0.5714285714285714
510,impossible,1,0,train,0.7767857142857143
511,impossible,1,1,probable,0.21428571428571427
512,impossible,1,1,improbable,0.6428571428571429
513,impossible,1,1,impossible,0.7857142857142857
514,impossible,1,1,inconceivable,0.5
515,impossible,1,1,syntactic,0.6428571428571429
516,impossible,1,1,shuffled,0.7857142857142857
517,impossible,1,1,train,0.7767857142857143
518,impossible,1,2,probable,0.42857142857142855
519,impossible,1,2,improbable,0.8571428571428571
520,impossible,1,2,impossible,0.7142857142857143
521,impossible,1,2,inconceivable,0.7142857142857143
522,impossible,1,2,syntactic,0.7142857142857143
523,impossible,1,2,shuffled,0.8571428571428571
524,impossible,1,2,train,0.8035714285714286
525,impossible,1,3,probable,0.6428571428571429
526,impossible,1,3,improbable,0.5714285714285714
527,impossible,1,3,impossible,0.8571428571428571
528,impossible,1,3,inconceivable,0.7857142857142857
529,impossible,1,3,syntactic,0.7857142857142857
530,impossible,1,3,shuffled,0.7857142857142857
531,impossible,1,3,train,0.8392857142857143
532,impossible,1,4,probable,0.5714285714285714
533,impossible,1,4,improbable,0.7142857142857143
534,impossible,1,4,impossible,0.6428571428571429
535,impossible,1,4,inconceivable,0.7857142857142857
536,impossible,1,4,syntactic,0.9285714285714286
537,impossible,1,4,shuffled,0.8571428571428571
538,impossible,1,4,train,0.8035714285714286
539,impossible,1,5,probable,0.5
540,impossible,1,5,improbable,0.6428571428571429
541,impossible,1,5,impossible,0.7142857142857143
542,impossible,1,5,inconceivable,0.7857142857142857
543,impossible,1,5,syntactic,1.0
544,impossible,1,5,shuffled,0.7857142857142857
545,impossible,1,5,train,0.8482142857142857
546,impossible,1,6,probable,0.2857142857142857
547,impossible,1,6,improbable,0.6428571428571429
548,impossible,1,6,impossible,0.9285714285714286
549,impossible,1,6,inconceivable,1.0
550,impossible,1,6,syntactic,1.0
551,impossible,1,6,shuffled,0.9285714285714286
552,impossible,1,6,train,0.875
553,impossible,1,7,probable,0.42857142857142855
554,impossible,1,7,improbable,0.5714285714285714
555,impossible,1,7,impossible,0.6428571428571429
556,impossible,1,7,inconceivable,0.8571428571428571
557,impossible,1,7,syntactic,1.0
558,impossible,1,7,shuffled,1.0
559,impossible,1,7,train,0.8303571428571429
560,impossible,1,8,probable,0.6428571428571429
561,impossible,1,8,improbable,0.5
562,impossible,1,8,impossible,0.6428571428571429
563,impossible,1,8,inconceivable,0.9285714285714286
564,impossible,1,8,syntactic,1.0
565,impossible,1,8,shuffled,0.9285714285714286
566,impossible,1,8,train,0.7767857142857143
567,impossible,1,9,probable,0.42857142857142855
568,impossible,1,9,improbable,0.7142857142857143
569,impossible,1,9,impossible,0.8571428571428571
570,impossible,1,9,inconceivable,1.0
571,impossible,1,9,syntactic,1.0
572,impossible,1,9,shuffled,1.0
573,impossible,1,9,train,0.8035714285714286
574,impossible,1,10,probable,0.6428571428571429
575,impossible,1,10,improbable,0.6428571428571429
576,impossible,1,10,impossible,0.7142857142857143
577,impossible,1,10,inconceivable,1.0
578,impossible,1,10,syntactic,1.0
579,impossible,1,10,shuffled,0.9285714285714286
580,impossible,1,10,train,0.7678571428571429
581,impossible,1,11,probable,0.35714285714285715
582,impossible,1,11,improbable,0.7857142857142857
583,impossible,1,11,impossible,0.9285714285714286
584,impossible,1,11,inconceivable,0.9285714285714286
585,impossible,1,11,syntactic,0.9285714285714286
586,impossible,1,11,shuffled,0.8571428571428571
587,impossible,1,11,train,0.7410714285714286
588,inconceivable,1,0,probable,0.7857142857142857
589,inconceivable,1,0,improbable,0.21428571428571427
590,inconceivable,1,0,impossible,0.35714285714285715
591,inconceivable,1,0,inconceivable,0.7857142857142857
592,inconceivable,1,0,syntactic,0.7857142857142857
593,inconceivable,1,0,shuffled,0.5714285714285714
594,inconceivable,1,0,train,0.8660714285714286
595,inconceivable,1,1,probable,1.0
596,inconceivable,1,1,improbable,0.14285714285714285
597,inconceivable,1,1,impossible,0.14285714285714285
598,inconceivable,1,1,inconceivable,0.7142857142857143
599,inconceivable,1,1,syntactic,1.0
600,inconceivable,1,1,shuffled,0.21428571428571427
601,inconceivable,1,1,train,0.8482142857142857
602,inconceivable,1,2,probable,0.9285714285714286
603,inconceivable,1,2,improbable,0.42857142857142855
604,inconceivable,1,2,impossible,0.35714285714285715
605,inconceivable,1,2,inconceivable,0.8571428571428571
606,inconceivable,1,2,syntactic,1.0
607,inconceivable,1,2,shuffled,0.5714285714285714
608,inconceivable,1,2,train,0.9107142857142857
609,inconceivable,1,3,probable,0.8571428571428571
610,inconceivable,1,3,improbable,0.42857142857142855
611,inconceivable,1,3,impossible,0.6428571428571429
612,inconceivable,1,3,inconceivable,1.0
613,inconceivable,1,3,syntactic,1.0
614,inconceivable,1,3,shuffled,0.7857142857142857
615,inconceivable,1,3,train,0.9553571428571429
616,inconceivable,1,4,probable,1.0
617,inconceivable,1,4,improbable,0.2857142857142857
