sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,-130.07311137039954,19.523732531591534,-73.66313432525737,19.523732531591534,-129.33194939254312
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,-143.17945681045182,23.941676121000263,-90.41670871410653,23.941676121000263,-127.10454613502267
A shirt being surprised by a news article.,near,0.2,0.8,-116.73871792641302,27.165555321186194,-72.50143195105994,27.165555321186194,-112.16050224187606
A teenager being surprised by a news article.,probable,1.0,0.0,-123.61971831370266,27.102142364077345,-78.47346478520193,27.102142364077345,-105.13112872343675
A toddler being amused by a tv show.,probable,1.0,0.0,-140.09939016987664,31.502268145749635,-94.61233783236521,31.502268145749635,-108.3967816692412
A wall being entertained by a podcast.,near,0.25,0.75,-130.43775544915633,23.266015354825385,-73.69247856128052,23.266015354825385,-115.3517067957094
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,-123.70985928785876,25.235895716927235,-79.17872242364822,25.235895716927235,-139.97778046327204
A woman applying for a job.,probable,1.0,0.0,-117.2434373840249,24.33131518902095,-89.6251437656846,24.33131518902095,-102.85012490104127
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,-41.17998198886277,31.775703309183037,-15.718403565146481,31.775703309183037,-131.21886640947832
Adding a boy to 79.,far,0.0,1.0,-64.85112653594716,27.624325514701102,-32.93057953448938,27.624325514701102,-81.0572638864197
Adding a wall to 79.,far,0.0,1.0,-42.748151783737214,25.204601524744213,-26.558033208849437,25.204601524744213,-111.8818335474903
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,-56.0863612195424,27.428147051277378,-11.371842288696595,27.428147051277378,-108.51024263553317
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,-115.4467836287704,22.397401373411565,-85.35673345574077,22.397401373411565,-132.15942622561928
Dividing 12 by a mile.,near,0.125,0.875,-123.16950177800861,19.874970393292866,-84.4494778382458,19.874970393292866,-140.4888390108231
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,-135.1052553658493,20.446903926864415,-81.12043629830433,20.446903926864415,-129.77905181593292
Dividing 12 by a teenager.,far,0.0,1.0,-139.47973090276838,26.86805886125253,-84.83713658025522,26.86805886125253,-128.8248627263335
Dividing 12 by the number 4.,probable,0.8,0.2,-78.77025446669344,29.922126053621838,-31.036265925515675,29.922126053621838,-130.85961642354732
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,-114.1264434961503,21.93566975729602,-80.38070083741795,21.93566975729602,-141.40581059161394
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,-124.17386706040315,18.451745650372068,-90.8571675156363,18.451745650372068,-146.4238856848248
Taking the square root of a toddler.,far,0.0,1.0,-121.48576836806483,22.79543544171522,-82.33907328972091,22.79543544171522,-148.01008550139522
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,-80.39772874134366,24.81479389989901,-10.071880099233024,24.81479389989901,-146.72250700482633
The number 10 feeling regretful.,far,0.25,0.75,-105.82889906212314,30.353281170478837,-93.98594402497307,30.353281170478837,-133.93452475539402
The number 12 applying for a job.,far,0.3,0.7,-121.05876883196751,21.965767279736077,-82.98548422727795,21.965767279736077,-101.06252318994478
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,-72.44287559574879,32.92614049808145,-17.037533336951345,32.92614049808145,-139.26222176632254
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-141.58776539969412,23.183984323284587,-85.03469477880965,23.183984323284587,-143.7019134281781
The number 13 writing a play.,far,0.0,1.0,-129.88354619269583,25.61019073545818,-80.97319407300681,25.61019073545818,-118.7622716401147
The number 16 being amused by a tv show.,far,0.1,0.9,-138.59349656055576,30.31290932352477,-95.0189528854531,30.31290932352477,-119.74098516173758
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,-135.27715667847818,22.477453503560035,-79.66031966674039,22.477453503560035,-120.53442155110962
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,-123.77178505260585,26.65157186077975,-85.95961196762875,26.65157186077975,-131.43308582152017
