sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,-5.8724775314331055,151.0162353515625,-58.25922393798828,151.0162353515625,-72.25413513183594
Taking the square root of a toddler.,far,0.0,1.0,-9.643786430358887,149.37503051757812,-67.30377960205078,149.37503051757812,-76.14161682128906
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,5.591160774230957,105.8255386352539,-59.249267578125,105.8255386352539,-43.06178283691406
The number 10 feeling regretful.,far,0.25,0.75,-2.6622166633605957,146.64768981933594,0.7451496124267578,146.64768981933594,1.6326017379760742
The number 12 applying for a job.,far,0.3,0.7,-20.261024475097656,134.240478515625,-38.97468566894531,134.240478515625,-76.6589584350586
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,3.9131617546081543,91.23047637939453,-49.313377380371094,91.23047637939453,-39.22665786743164
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-9.291281700134277,166.91415405273438,-32.12400817871094,166.91415405273438,-38.780513763427734
The number 13 writing a play.,far,0.0,1.0,-11.050830841064453,151.684326171875,-28.029266357421875,151.684326171875,-50.07185363769531
The number 16 being amused by a tv show.,far,0.1,0.9,0.36460208892822266,129.64100646972656,-47.263160705566406,129.64100646972656,-67.74842071533203
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,-4.3175554275512695,153.8624267578125,-30.764610290527344,153.8624267578125,-62.338722229003906
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,-11.70478343963623,110.13519287109375,-9.762588500976562,110.13519287109375,-23.123533248901367
