sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Adding a boy to 79.,far,0.0,1.0,1.1044078042940466,5.540561042542295,1.0774194211111485,5.540561042542295,-1.44882056826496
Adding a wall to 79.,far,0.0,1.0,2.1915744457431146,14.301108521090573,13.357280933043178,14.301108521090573,-1.649331496342306
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,-3.5895913801204333,9.660736951925744,7.837469893421906,9.660736951925744,-4.683548956933173
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,-7.270116337071201,18.93547296838227,-15.1931142941004,18.93547296838227,-1.2956968766966337
Dividing 12 by a mile.,near,0.125,0.875,7.768984278737475,13.242867462098639,-6.100502472906474,13.242867462098639,-0.9784934005869343
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,-4.515586735275121,16.38067518944893,-7.552700821591818,16.38067518944893,-3.946898016926208
Dividing 12 by a teenager.,far,0.0,1.0,10.737187827552491,0.7447467884245889,-4.405910962095405,0.7447467884245889,-2.484732684506331
Dividing 12 by the number 4.,probable,0.8,0.2,15.025568559949594,-2.1142664101812354,1.1266016479604453,-2.1142664101812354,-3.7392808688846806
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,11.885023764197705,13.942932002335954,1.3978153170028378,13.942932002335954,-1.0197693166153636
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,17.110774182203787,15.500804864430622,8.471557894870774,15.500804864430622,-2.964238143489172
Taking the square root of a toddler.,far,0.0,1.0,14.858986485423014,8.528466267318333,-4.436392502203278,8.528466267318333,-0.6824654871707516
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,-4.30454932456197,15.718590282438633,-16.33143958254587,15.718590282438633,-1.8699045931576626
The number 10 feeling regretful.,far,0.25,0.75,-23.112424854568765,16.932370202267347,-36.32608832011597,16.932370202267347,-3.999393088671154
The number 12 applying for a job.,far,0.3,0.7,4.4999269442676,4.44117656887069,-3.378169650788278,4.44117656887069,-1.0755714788862898
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,-5.179574497584293,20.117165478416076,-7.712647995167323,20.117165478416076,-4.1298319791922795
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-1.4541065671341604,12.050647135545955,-10.46458492985072,12.050647135545955,-2.153905794432145
The number 13 writing a play.,far,0.0,1.0,-14.47847060382568,17.4811395685063,-10.084852653771843,17.4811395685063,-4.752529274504832
The number 16 being amused by a tv show.,far,0.1,0.9,-27.839002374674827,24.04601398972789,-32.1689494432068,24.04601398972789,-2.8386254476179564
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,-19.057228448404068,21.239316670215334,-34.881315097123895,21.239316670215334,-3.3455130046912043
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,-36.788865652854255,27.575545286037062,-41.530633927750685,27.575545286037062,-2.4722924681108007
