sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A wall being entertained by a podcast.,near,0.25,0.75,1.4605871438980103,0.5069263577461243,-1.0017012357711792,0.5069263577461243,1.7528595924377441
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,2.2207224369049072,0.49699774384498596,-0.8393371105194092,0.49699774384498596,1.8675425052642822
A woman applying for a job.,probable,1.0,0.0,1.7553157806396484,0.5384876728057861,-1.060965895652771,0.5384876728057861,1.5337376594543457
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,1.3854279518127441,0.5908586978912354,-0.8809977173805237,0.5908586978912354,1.2419315576553345
Adding a boy to 79.,far,0.0,1.0,1.235168695449829,0.5802679061889648,-0.6024278402328491,0.5802679061889648,1.3833849430084229
Adding a wall to 79.,far,0.0,1.0,1.4644074440002441,0.6347408294677734,-0.5521816611289978,0.6347408294677734,1.5444023609161377
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,1.2183536291122437,0.5817979574203491,-0.5882852673530579,0.5817979574203491,1.366644263267517
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,2.234823703765869,0.5334639549255371,-0.8101338744163513,0.5334639549255371,1.9253227710723877
Dividing 12 by a mile.,near,0.125,0.875,1.7005257606506348,0.5624265670776367,-1.0335063934326172,0.5624265670776367,1.7015376091003418
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,1.331782579421997,0.5357062816619873,-1.2985689640045166,0.5357062816619873,1.3567397594451904
Dividing 12 by a teenager.,far,0.0,1.0,1.5112898349761963,0.5393050312995911,-1.2088918685913086,0.5393050312995911,1.4711252450942993
Dividing 12 by the number 4.,probable,0.8,0.2,1.447023868560791,0.5716045498847961,-0.9344913959503174,0.5716045498847961,1.3980724811553955
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,2.105410099029541,0.5761449337005615,-0.917467474937439,0.5761449337005615,2.1459522247314453
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,2.225999593734741,0.5605488419532776,-0.9328779578208923,0.5605488419532776,2.111354351043701
Taking the square root of a toddler.,far,0.0,1.0,2.095106601715088,0.5411545634269714,-0.9142036437988281,0.5411545634269714,2.01585054397583
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,1.6893422603607178,0.5328915119171143,-0.8145171403884888,0.5328915119171143,1.4885612726211548
The number 10 feeling regretful.,far,0.25,0.75,1.730853796005249,0.5502229928970337,-1.0133451223373413,0.5502229928970337,1.5025407075881958
The number 12 applying for a job.,far,0.3,0.7,1.878543734550476,0.510936975479126,-1.039502501487732,0.510936975479126,1.7159957885742188
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,1.4999406337738037,0.5717570185661316,-0.9415023326873779,0.5717570185661316,1.2853052616119385
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,2.006608486175537,0.4988889694213867,-0.8395086526870728,0.4988889694213867,1.6245378255844116
The number 13 writing a play.,far,0.0,1.0,2.6460185050964355,0.5483962297439575,-0.8656378388404846,0.5483962297439575,2.253720283508301
The number 16 being amused by a tv show.,far,0.1,0.9,1.3007922172546387,0.4787588119506836,-1.1801501512527466,0.4787588119506836,1.4404182434082031
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,1.62687349319458,0.4677416682243347,-1.198685884475708,0.4677416682243347,1.7188708782196045
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,1.2576935291290283,0.45068591833114624,-1.227773904800415,0.45068591833114624,1.2960988283157349
