sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,1.3933838605880737,-0.3114604353904724,-1.212895154953003,-0.3114604353904724,-0.6859435439109802
Dividing 12 by a mile.,near,0.125,0.875,1.2779674530029297,-0.29199838638305664,-1.1723848581314087,-0.29199838638305664,-0.6257719993591309
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,1.5337517261505127,-0.21527382731437683,-1.140277624130249,-0.21527382731437683,-0.6752356290817261
Dividing 12 by a teenager.,far,0.0,1.0,1.3567839860916138,-0.30204033851623535,-1.2213313579559326,-0.30204033851623535,-0.65165114402771
Dividing 12 by the number 4.,probable,0.8,0.2,1.0351991653442383,-0.142854243516922,-1.2280856370925903,-0.142854243516922,-0.7924755215644836
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,1.7078654766082764,-0.30705076456069946,-1.2811291217803955,-0.30705076456069946,-0.7444379329681396
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,1.5375750064849854,-0.25071465969085693,-1.1986076831817627,-0.25071465969085693,-0.7891712188720703
Taking the square root of a toddler.,far,0.0,1.0,1.6249926090240479,-0.22403199970722198,-1.2022861242294312,-0.22403199970722198,-0.8750320672988892
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,1.3819687366485596,-0.21957716345787048,-1.3773672580718994,-0.21957716345787048,-1.197647213935852
The number 10 feeling regretful.,far,0.25,0.75,1.079211711883545,-0.279979407787323,-1.0352239608764648,-0.279979407787323,-0.2562901973724365
The number 12 applying for a job.,far,0.3,0.7,1.3956047296524048,-0.26350563764572144,-1.2518962621688843,-0.26350563764572144,-0.7023190855979919
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,1.381518840789795,-0.1805904507637024,-1.1992783546447754,-0.1805904507637024,-0.8189160823822021
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,1.2835884094238281,-0.18971490859985352,-1.2707595825195312,-0.18971490859985352,-1.4967886209487915
The number 13 writing a play.,far,0.0,1.0,1.0739445686340332,-0.40383487939834595,-1.3623557090759277,-0.40383487939834595,-0.45175132155418396
The number 16 being amused by a tv show.,far,0.1,0.9,1.1921013593673706,-0.06905384361743927,-1.1899114847183228,-0.06905384361743927,-1.0087182521820068
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,1.6313414573669434,-0.019206777215003967,-1.2216191291809082,-0.019206777215003967,-0.8634375333786011
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,1.301332950592041,-0.006291098892688751,-1.1861915588378906,-0.006291098892688751,-0.9127414226531982
