item_set_id,sentence,label,voice
102,The cyclist completed the project.,improbable,active
103,The cyclist fixed the bike.,probable,active
103,The cyclist fixed the hair.,improbable,active
104,The cyclist rode the bike.,probable,active
104,The cyclist rode the skates.,improbable,active
105,The dealer checked the car.,probable,active
105,The dealer checked the net.,improbable,active
106,The dealer examined the car.,probable,active
106,The dealer examined the plant.,improbable,active
107,The dealer sold the car.,probable,active
107,The dealer sold the meat.,improbable,active
108,The deejay mixed the music.,probable,active
108,The deejay mixed the ingredient.,improbable,active
109,The demonstrator carried the flag.,probable,active
109,The demonstrator carried the ball.,improbable,active
110,The demonstrator signed the petition.,probable,active
110,The demonstrator signed the shirt.,improbable,active
111,The demonstrator threw the stone.,probable,active
111,The demonstrator threw the frisbee.,improbable,active
112,The diplomat carried the message.,probable,active
112,The diplomat carried the dog.,improbable,active
113,The doctor helped the woman.,probable,active
113,The doctor helped the cook.,improbable,active
114,The doctor offered the support.,probable,active
114,The doctor offered the breakfast.,improbable,active
115,The doctor sewed the wound.,probable,active
115,The doctor sewed the shoe.,improbable,active
116,The doctor used the stethoscope.,probable,active
116,The doctor used the shovel.,improbable,active
117,The doctor visited the patient.,probable,active
117,The doctor visited the museum.,improbable,active
118,The doctor wrote the diagnosis.,probable,active
118,The doctor wrote the conjugation.,improbable,active
119,The dog ate the bone.,probable,active
119,The dog ate the plant.,improbable,active
120,The dog carried the ball.,probable,active
120,The dog carried the flag.,improbable,active
121,The dog caught the ball.,probable,active
121,The dog caught the wave.,improbable,active
122,The dog chased the ball.,probable,active
122,The dog chased the tank.,improbable,active
123,The dog dug the hole.,probable,active
123,The dog dug the grave.,improbable,active
124,The dog fetched the ball.,probable,active
124,The dog fetched the tray.,improbable,active
125,The dog pulled the sled.,probable,active
125,The dog pulled the trigger.,improbable,active
126,The driver heard the horn.,probable,active
126,The driver heard the baby.,improbable,active
127,The electrician checked the device.,probable,active
127,The electrician checked the rifle.,improbable,active
128,The employee passed the report.,probable,active
128,The employee passed the rifle.,improbable,active
129,The employer offered the job.,probable,active
129,The employer offered the candy.,improbable,active
130,The engineer completed the project.,probable,active
130,The engineer completed the painting.,improbable,active
131,The engineer drew the turbine.,probable,active
131,The engineer drew the flower.,improbable,active
132,The farmer picked the vegetable.,probable,active
132,The farmer picked the killer.,improbable,active
133,The farmer plowed the field.,probable,active
133,The farmer plowed the sand.,improbable,active
134,The farmer sold the corn.,probable,active
134,The farmer sold the drug.,improbable,active
135,The farmer sprayed the pesticide.,probable,active
135,The farmer sprayed the cream.,improbable,active
136,The farmer used the shovel.,probable,active
136,The farmer used the computer.,improbable,active
137,The fighter kicked the opponent.,probable,active
137,The fighter kicked the television.,improbable,active
138,The firefighter fought the fire.,probable,active
138,The firefighter fought the crime.,improbable,active
139,The fisherman caught the fish.,probable,active
139,The fisherman caught the ball.,improbable,active
140,The fisherman checked the net.,probable,active
140,The fisherman checked the car.,improbable,active
141,The fisherman sold the fish.,probable,active
141,The fisherman sold the drug.,improbable,active
142,The florist sold the flower.,probable,active
142,The florist sold the bike.,improbable,active
143,The footballer chased the ball.,probable,active
143,The footballer chased the toy.,improbable,active
144,The footballer delivered the kick.,probable,active
144,The footballer delivered the lecture.,improbable,active
145,The footballer hit the ball.,probable,active
145,The footballer hit the car.,improbable,active
146,The footballer kicked the ball.,probable,active
146,The footballer kicked the vase.,improbable,active
147,The footballer passed the ball.,probable,active
147,The footballer passed the knife.,improbable,active
148,The gardener cut the grass.,probable,active
148,The gardener cut the fish.,improbable,active
149,The gardener decorated the garden.,probable,active
149,The gardener decorated the book.,improbable,active
150,The gardener gathered the grass.,probable,active
150,The gardener gathered the flag.,improbable,active
151,The gardener pushed the mower.,probable,active
151,The gardener pushed the demonstrator.,improbable,active
152,The general gathered the soldier.,probable,active
152,The general gathered the bread.,improbable,active
153,The general sent the soldier.,probable,active
153,The general sent the postcard.,improbable,active
154,The general won the battle.,probable,active
154,The general won the toy.,improbable,active
155,The goalkeeper caught the ball.,probable,active
155,The goalkeeper caught the fish.,improbable,active
156,The goalkeeper grabbed the ball.,probable,active
156,The goalkeeper grabbed the phone.,improbable,active
157,The goalkeeper held the ball.,probable,active
157,The goalkeeper held the child.,improbable,active
158,The goalkeeper threw the ball.,probable,active
158,The goalkeeper threw the bomb.,improbable,active
159,The government offered the protection.,probable,active
159,The government offered the drink.,improbable,active
160,The grandfather told the story.,probable,active
160,The grandfather told the strategy.,improbable,active
161,The guard opened the jail.,probable,active
161,The guard opened the present.,improbable,active
162,The guard tied the prisoner.,probable,active
162,The guard tied the roast.,improbable,active
163,The guest held the drink.,probable,active
163,The guest held the camera.,improbable,active
164,The guest hung the coat.,probable,active
164,The guest hung the laundry.,improbable,active
165,The guide described the monument.,probable,active
165,The guide described the software.,improbable,active
166,The hairstylist fixed the hair.,probable,active
166,The hairstylist fixed the bike.,improbable,active
167,The hairstylist flipped the hair.,probable,active
167,The hairstylist flipped the board.,improbable,active
168,The hairstylist sprayed the foam.,probable,active
168,The hairstylist sprayed the pesticide.,improbable,active
169,The hairstylist washed the hair.,probable,active
169,The hairstylist washed the infant.,improbable,active
170,The hiker faced the mountain.,probable,active
170,The hiker faced the camera.,improbable,active
171,The horse drew the carriage.,probable,active
171,The horse drew the trailer.,improbable,active
172,The horse moved the cart.,probable,active
172,The horse moved the suitcase.,improbable,active
173,The horse pulled the cart.,probable,active
173,The horse pulled the suitcase.,improbable,active
174,The hostess explained the procedure.,probable,active
174,The hostess explained the poem.,improbable,active
175,The hound fetched the bird.,probable,active
175,The hound fetched the money.,improbable,active
176,The housemaid cleaned the dish.,probable,active
176,The housemaid cleaned the fish.,improbable,active
177,The housemaid cleaned the window.,probable,active
177,The housemaid cleaned the street.,improbable,active
178,The housemaid mopped the floor.,probable,active
178,The housemaid mopped the barracks.,improbable,active
179,The housemaid washed the floor.,probable,active
179,The housemaid washed the boat.,improbable,active
180,The housewife cleaned the table.,probable,active
180,The housewife cleaned the shoe.,improbable,active
181,The illusionist performed the trick.,probable,active
181,The illusionist performed the surgery.,improbable,active
182,The illustrator decorated the book.,probable,active
182,The illustrator decorated the garden.,improbable,active
183,The illustrator drew the picture.,probable,active
183,The illustrator drew the carriage.,improbable,active
184,The investor rented the land.,probable,active
184,The investor rented the bicycle.,improbable,active
185,The jockey rode the horse.,probable,active
185,The jockey rode the wave.,improbable,active
186,The journalist carried the article.,probable,active
186,The journalist carried the milk.,improbable,active
187,The journalist wrote the article.,probable,active
187,The journalist wrote the song.,improbable,active
188,The killer pulled the trigger.,probable,active
188,The killer pulled the cart.,improbable,active
189,The knight held the sword.,probable,active
189,The knight held the camera.,improbable,active
190,The librarian climbed the ladder.,probable,active
190,The librarian climbed the tree.,improbable,active
191,The librarian stacked the book.,probable,active
191,The librarian stacked the supply.,improbable,active
192,The lumberjack cut the tree.,probable,active
192,The lumberjack cut the meat.,improbable,active
193,The lumberjack stacked the wood.,probable,active
193,The lumberjack stacked the book.,improbable,active
194,The lumberjack used the saw.,probable,active
194,The lumberjack used the lancet.,improbable,active
195,The magician read the hand.,probable,active
195,The magician read the newspaper.,improbable,active
196,The manager rented the room.,probable,active
196,The manager rented the kayak.,improbable,active
197,The mason built the house.,probable,active
197,The mason built the snowman.,improbable,active
198,The mason fixed the roof.,probable,active
198,The mason fixed the bike.,improbable,active
199,The mason fixed the wall.,probable,active
199,The mason fixed the tire.,improbable,active
200,The mason mixed the cement.,probable,active
200,The mason mixed the soup.,improbable,active
201,The mechanic assembled the bicycle.,probable,active
201,The mechanic assembled the art.,improbable,active
202,The mechanic checked the tire.,probable,active
202,The mechanic checked the groceries.,improbable,active
203,The mechanic fixed the tire.,probable,active
203,The mechanic fixed the roof.,improbable,active
204,The mechanic rented the truck.,probable,active
204,The mechanic rented the boat.,improbable,active
205,The mechanic spread the coating.,probable,active
205,The mechanic spread the chocolate.,improbable,active
206,The milkman carried the bottle.,probable,active
206,The milkman carried the flag.,improbable,active
207,The model faced the camera.,probable,active
207,The model faced the mountain.,improbable,active
208,The monkey grabbed the banana.,probable,active
208,The monkey grabbed the board.,improbable,active
209,The mother decorated the house.,probable,active
209,The mother decorated the car.,improbable,active
210,The mother held the child.,probable,active
210,The mother held the flag.,improbable,active
211,The mother hung the laundry.,probable,active
211,The mother hung the rifle.,improbable,active
212,The mother prepared the food.,probable,active
212,The mother prepared the gun.,improbable,active
213,The mother pushed the stroller.,probable,active
213,The mother pushed the trash can.,improbable,active
214,The mover moved the furniture.,probable,active
214,The mover moved the horse.,improbable,active
215,The musician entertained the crowd.,probable,active
215,The musician entertained the demonstrator.,improbable,active
216,The musician held the guitar.,probable,active
216,The musician held the stone.,improbable,active
217,The musician played the song.,probable,active
217,The musician played the soccer.,improbable,active
218,The musician read the music.,probable,active
218,The musician read the menu.,improbable,active
219,The musician touched the instrument.,probable,active
219,The musician touched the base.,improbable,active
220,The nanny heard the baby.,probable,active
220,The nanny heard the speech.,improbable,active
221,The nanny watched the child.,probable,active
221,The nanny watched the landscape.,improbable,active
222,The nurse handed the lancet.,probable,active
222,The nurse handed the hose.,improbable,active
223,The nurse pushed the wheelchair.,probable,active
223,The nurse pushed the mower.,improbable,active
224,The nurse washed the infant.,probable,active
224,The nurse washed the car.,improbable,active
225,The painter completed the painting.,probable,active
225,The painter completed the race.,improbable,active
226,The painter decorated the wall.,probable,active
226,The painter decorated the cake.,improbable,active
227,The painter mixed the paint.,probable,active
227,The painter mixed the drink.,improbable,active
228,The painter painted the picture.,probable,active
228,The painter painted the toenail.,improbable,active
229,The painter signed the paint.,probable,active
229,The painter signed the agreement.,improbable,active
230,The parent gave the present.,probable,active
230,The parent gave the gun.,improbable,active
231,The passenger bought the ticket.,probable,active
231,The passenger bought the table.,improbable,active
232,The passenger passed the check.,probable,active
232,The passenger passed the ball.,improbable,active
233,The passenger pulled the suitcase.,probable,active
233,The passenger pulled the corpse.,improbable,active
234,The patient fought the cancer.,probable,active
234,The patient fought the fire.,improbable,active
235,The patient reported the symptom.,probable,active
235,The patient reported the crime.,improbable,active
236,The philologist examined the book.,probable,active
236,The philologist examined the camera.,improbable,active
237,The photographer captured the image.,probable,active
237,The photographer captured the thief.,improbable,active
238,The photographer examined the camera.,probable,active
238,The photographer examined the dog.,improbable,active
239,The photographer prepared the camera.,probable,active
239,The photographer prepared the food.,improbable,active
240,The photographer used the camera.,probable,active
240,The photographer used the stethoscope.,improbable,active
241,The pilot began the race.,probable,active
241,The pilot began the performance.,improbable,active
242,The pilot started the race.,probable,active
242,The pilot started the concert.,improbable,active
243,The pilot won the race.,probable,active
243,The pilot won the lottery.,improbable,active
244,The player began the match.,probable,active
244,The player began the class.,improbable,active
245,The player enjoyed the game.,probable,active
245,The player enjoyed the beer.,improbable,active
246,The player gained the ball.,probable,active
246,The player gained the degree.,improbable,active
247,The player gathered the ball.,probable,active
247,The player gathered the grass.,improbable,active
248,The player passed the ball.,probable,active
248,The player passed the exam.,improbable,active
249,The player reached the goal.,probable,active
249,The player reached the moon.,improbable,active
250,The player touched the base.,probable,active
250,The player touched the flower.,improbable,active
252,The policeman captured the thief.,probable,active
252,The policeman captured the image.,improbable,active
253,The policeman checked the bag.,probable,active
253,The policeman checked the groceries.,improbable,active
254,The policeman examined the car.,probable,active
254,The policeman examined the patient.,improbable,active
255,The policeman fought the crime.,probable,active
255,The policeman fought the obesity.,improbable,active
256,The policeman hit the demonstrator.,probable,active
256,The policeman hit the ball.,improbable,active
257,The policeman pushed the demonstrator.,probable,active
257,The policeman pushed the stroller.,improbable,active
258,The politician signed the agreement.,probable,active
258,The politician signed the paint.,improbable,active
259,The porter carried the bag.,probable,active
259,The porter carried the flag.,improbable,active
260,The porter loaded the luggage.,probable,active
260,The porter loaded the file.,improbable,active
261,The porter stacked the suitcase.,probable,active
261,The porter stacked the wood.,improbable,active
262,The postman delivered the mail.,probable,active
262,The postman delivered the punch.,improbable,active
263,The president delivered the speech.,probable,active
263,The president delivered the kick.,improbable,active
264,The president gave the speech.,probable,active
264,The president gave the book.,improbable,active
265,The president promised the reform.,probable,active
265,The president promised the bicycle.,improbable,active
266,The president visited the school.,probable,active
266,The president visited the grandmother.,improbable,active
267,The priest celebrated the marriage.,probable,active
267,The priest celebrated the graduation.,improbable,active
268,The priest promised the salvation.,probable,active
268,The priest promised the promotion.,improbable,active
269,The priest taught the bible.,probable,active
269,The priest taught the chemistry.,improbable,active
270,The producer released the film.,probable,active
270,The producer released the prisoner.,improbable,active
271,The professor delivered the lecture.,probable,active
271,The professor delivered the kick.,improbable,active
272,The professor donated the book.,probable,active
272,The professor donated the organ.,improbable,active
273,The professor opened the congress.,probable,active
273,The professor opened the jail.,improbable,active
274,The professor taught the language.,probable,active
274,The professor taught the karate.,improbable,active
275,The professor wore the tie.,probable,active
275,The professor wore the goggles.,improbable,active
276,The professor wrote the book.,probable,active
276,The professor wrote the magazine.,improbable,active
277,The programmer described the software.,probable,active
277,The programmer described the monument.,improbable,active
278,The programmer loaded the file.,probable,active
278,The programmer loaded the ammunition.,improbable,active
279,The programmer used the computer.,probable,active
279,The programmer used the shovel.,improbable,active
280,The pupil drew the flower.,probable,active
280,The pupil drew the turbine.,improbable,active
281,The pusher sold the drug.,probable,active
281,The pusher sold the chocolate.,improbable,active
282,The pyromaniac started the fire.,probable,active
282,The pyromaniac started the computer.,improbable,active
283,The receiver caught the baseball.,probable,active
283,The receiver caught the wave.,improbable,active
284,The referee moved the ball.,probable,active
284,The referee moved the furniture.,improbable,active
285,The refugee found the shelter.,probable,active
285,The refugee found the doll.,improbable,active
286,The reporter brought the news.,probable,active
286,The reporter brought the cake.,improbable,active
287,The reporter held the camera.,probable,active
287,The reporter held the knife.,improbable,active
288,The roofer climbed the ladder.,probable,active
288,The roofer climbed the rock.,improbable,active
289,The sailor faced the ocean.,probable,active
289,The sailor faced the wall.,improbable,active
290,The sailor mopped the deck.,probable,active
290,The sailor mopped the classroom.,improbable,active
291,The sailor tied the rope.,probable,active
291,The sailor tied the necktie.,improbable,active
292,The salesperson sent the questionnaire.,probable,active
292,The salesperson sent the gun.,improbable,active
293,The scientist reported the finding.,probable,active
293,The scientist reported the marriage.,improbable,active
294,The scoutmaster assembled the tent.,probable,active
294,The scoutmaster assembled the sailboat.,improbable,active
295,The sculptor carved the stone.,probable,active
295,The sculptor carved the meat.,improbable,active
296,The sculptor taught the art.,probable,active
296,The sculptor taught the skydiving.,improbable,active
298,The sergeant assigned the mission.,probable,active
298,The sergeant assigned the homework.,improbable,active
299,The singer began the performance.,probable,active
299,The singer began the race.,improbable,active
300,The singer held the microphone.,probable,active
300,The singer held the sword.,improbable,active
301,The singer performed the music.,probable,active
301,The singer performed the trick.,improbable,active
302,The singer recorded the song.,probable,active
302,The singer recorded the recipe.,improbable,active
303,The singer started the concert.,probable,active
303,The singer started the videogame.,improbable,active
304,The skater rode the skates.,probable,active
304,The skater rode the bus.,improbable,active
305,The skier gained the speed.,probable,active
305,The skier gained the ball.,improbable,active
306,The skipper assembled the sailboat.,probable,active
306,The skipper assembled the bicycle.,improbable,active
307,The smuggler sold the weapon.,probable,active
307,The smuggler sold the flower.,improbable,active
308,The snowboarder flipped the board.,probable,active
308,The snowboarder flipped the bike.,improbable,active
309,The soldier carried the rifle.,probable,active
309,The soldier carried the ball.,improbable,active
310,The soldier celebrated the victory.,probable,active
310,The soldier celebrated the graduation.,improbable,active
311,The soldier checked the rifle.,probable,active
311,The soldier checked the burner.,improbable,active
312,The soldier crossed the river.,probable,active
312,The soldier crossed the stage.,improbable,active
313,The soldier dug the trench.,probable,active
313,The soldier dug the pool.,improbable,active
314,The soldier fought the enemy.,probable,active
314,The soldier fought the cancer.,improbable,active
315,The soldier gathered the ammunition.,probable,active
315,The soldier gathered the ball.,improbable,active
316,The soldier gathered the flag.,probable,active
316,The soldier gathered the grass.,improbable,active
317,The soldier heard the command.,probable,active
317,The soldier heard the poem.,improbable,active
318,The soldier held the flag.,probable,active
318,The soldier held the comb.,improbable,active
319,The soldier hung the rifle.,probable,active
319,The soldier hung the picture.,improbable,active
320,The soldier reached the trench.,probable,active
320,The soldier reached the supermarket.,improbable,active
321,The soldier released the prisoner.,probable,active
321,The soldier released the film.,improbable,active
322,The soldier threw the bomb.,probable,active
322,The soldier threw the ball.,improbable,active
323,The soldier used the knife.,probable,active
323,The soldier used the brush.,improbable,active
324,The soldier wore the helmet.,probable,active
324,The soldier wore the jeans.,improbable,active
325,The soldier wore the uniform.,probable,active
325,The soldier wore the pajamas.,improbable,active
326,The speaker entertained the audience.,probable,active
326,The speaker entertained the dog.,improbable,active
327,The spectator bought the ticket.,probable,active
327,The spectator bought the car.,improbable,active
328,The spectator enjoyed the game.,probable,active
328,The spectator enjoyed the breakfast.,improbable,active
329,The spectator heard the speech.,probable,active
329,The spectator heard the horn.,improbable,active
330,The spectator watched the game.,probable,active
330,The spectator watched the bird.,improbable,active
331,The speleologist examined the cave.,probable,active
331,The speleologist examined the book.,improbable,active
332,The spy passed the information.,probable,active
332,The spy passed the frisbee.,improbable,active
333,The student began the trip.,probable,active
333,The student began the match.,improbable,active
334,The student celebrated the graduation.,probable,active
334,The student celebrated the marriage.,improbable,active
335,The student completed the project.,probable,active
335,The student completed the marathon.,improbable,active
336,The student drank the beer.,probable,active
336,The student drank the gasoline.,improbable,active
337,The student drank the coffee.,probable,active
337,The student drank the milk.,improbable,active
338,The student enjoyed the beer.,probable,active
338,The student enjoyed the marriage.,improbable,active
339,The student heard the lecture.,probable,active
339,The student heard the command.,improbable,active
340,The student passed the exam.,probable,active
340,The student passed the river.,improbable,active
341,The student read the book.,probable,active
341,The student read the hand.,improbable,active
342,The student sent the email.,probable,active
342,The student sent the bomb.,improbable,active
343,The student threw the frisbee.,probable,active
343,The student threw the garbage.,improbable,active
344,The student used the computer.,probable,active
344,The student used the saw.,improbable,active
345,The student wore the glasses.,probable,active
345,The student wore the armor.,improbable,active
346,The surfer caught the wave.,probable,active
346,The surfer caught the baseball.,improbable,active
347,The surfer flipped the board.,probable,active
347,The surfer flipped the pancake.,improbable,active
348,The surfer grabbed the board.,probable,active
348,The surfer grabbed the frisbee.,improbable,active
349,The surfer rode the wave.,probable,active
349,The surfer rode the camel.,improbable,active
350,The surfer wore the sunglasses.,probable,active
350,The surfer wore the tie.,improbable,active
351,The surfer wore the swimsuit.,probable,active
351,The surfer wore the tuxedo.,improbable,active
352,The surgeon examined the patient.,probable,active
352,The surgeon examined the car.,improbable,active
353,The surgeon performed the surgery.,probable,active
353,The surgeon performed the dance.,improbable,active
354,The surgeon used the lancet.,probable,active
354,The surgeon used the rifle.,improbable,active
355,The sweeper cleaned the street.,probable,active
355,The sweeper cleaned the window.,improbable,active
356,The swimmer wore the goggles.,probable,active
356,The swimmer wore the cloak.,improbable,active
357,The tailor sewed the dress.,probable,active
357,The tailor sewed the wound.,improbable,active
358,The teacher explained the exercise.,probable,active
358,The teacher explained the tactic.,improbable,active
359,The teacher gave the homework.,probable,active
359,The teacher gave the drug.,improbable,active
360,The teacher helped the child.,probable,active
360,The teacher helped the patient.,improbable,active
361,The teacher lent the book.,probable,active
361,The teacher lent the gun.,improbable,active
362,The teacher used the blackboard.,probable,active
362,The teacher used the knife.,improbable,active
363,The teenager heard the music.,probable,active
363,The teenager heard the lecture.,improbable,active
364,The terrorist released the hostage.,probable,active
364,The terrorist released the book.,improbable,active
365,The thief grabbed the money.,probable,active
365,The thief grabbed the banana.,improbable,active
366,The tourist read the map.,probable,active
366,The tourist read the bible.,improbable,active
367,The tourist rode the camel.,probable,active
367,The tourist rode the skates.,improbable,active
368,The tourist visited the museum.,probable,active
368,The tourist visited the patient.,improbable,active
369,The traveller checked the bag.,probable,active
369,The traveller checked the groceries.,improbable,active
370,The traveller checked the watch.,probable,active
370,The traveller checked the team.,improbable,active
371,The traveller handed the bag.,probable,active
371,The traveller handed the screwdriver.,improbable,active
372,The truck hit the car.,probable,active
372,The truck hit the bag.,improbable,active
373,The truck plowed the snow.,probable,active
373,The truck plowed the garden.,improbable,active
374,The undertaker dug the grave.,probable,active
374,The undertaker dug the trench.,improbable,active
375,The usurer lent the money.,probable,active
375,The usurer lent the toy.,improbable,active
376,The vandal sprayed the paint.,probable,active
376,The vandal sprayed the perfume.,improbable,active
377,The veterinarian examined the dog.,probable,active
