sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,1.1651535034179688,-0.12474855780601501,-0.9710389971733093,-0.12474855780601501,-1.0456573963165283
Someone is about to open a window with their hand.,possible,1.0,0.0,0.9965249300003052,-0.09756836295127869,-1.1149892807006836,-0.09756836295127869,-1.1305322647094727
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,0.9143745303153992,-0.07388626039028168,-1.0675559043884277,-0.07388626039028168,-1.230494499206543
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,0.9105494022369385,-0.13713611662387848,-1.0157482624053955,-0.13713611662387848,-1.1121349334716797
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,0.8504430651664734,-0.09092001616954803,-0.9659730195999146,-0.09092001616954803,-1.1154537200927734
Someone is about to play with a toy.,possible,1.0,0.0,1.1818199157714844,-0.03271685540676117,-0.8920505046844482,-0.03271685540676117,-1.1454719305038452
Someone is about to play with a wolf.,improbable,0.8,0.2,1.4853167533874512,-0.09202097356319427,-0.9451701045036316,-0.09202097356319427,-1.1207613945007324
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,1.7643828392028809,0.04903130233287811,-0.8167850375175476,0.04903130233287811,-1.0884037017822266
Someone is about to ride a cow.,improbable,0.85,0.15,1.3291603326797485,-0.16236338019371033,-1.1005892753601074,-0.16236338019371033,-1.2693564891815186
Someone is about to ride a horse.,possible,1.0,0.0,1.1135605573654175,-0.12582576274871826,-1.0601532459259033,-0.12582576274871826,-1.2477262020111084
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,1.486046552658081,-0.08783036470413208,-0.9819289445877075,-0.08783036470413208,-1.139439582824707
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,0.7036568522453308,-0.17548948526382446,-1.171592354774475,-0.17548948526382446,-1.175729751586914
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,1.1696243286132812,-0.21507148444652557,-1.0508511066436768,-0.21507148444652557,-1.104976773262024
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,0.9408243894577026,-0.20235851407051086,-1.1996500492095947,-0.20235851407051086,-1.0955406427383423
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,1.1747643947601318,-0.1951226145029068,-0.8666578531265259,-0.1951226145029068,-0.7669351696968079
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,1.008316159248352,-0.1208593100309372,-0.853479266166687,-0.1208593100309372,-0.868511974811554
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,1.272963523864746,-0.2685282826423645,-0.8870190382003784,-0.2685282826423645,-0.8690340518951416
Someone is about to steal a large rock.,improbable,0.975,0.025,1.0142948627471924,-0.2099931240081787,-1.192342758178711,-0.2099931240081787,-1.2578192949295044
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,1.1501652002334595,-0.09790651500225067,-1.0380160808563232,-0.09790651500225067,-1.3742120265960693
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,1.2000707387924194,-0.12652653455734253,-0.996661901473999,-0.12652653455734253,-1.3332831859588623
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,1.042888879776001,-0.0811452567577362,-1.006421446800232,-0.0811452567577362,-1.2692490816116333
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,0.7358701825141907,-0.12612198293209076,-1.207068920135498,-0.12612198293209076,-1.1959717273712158
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,0.6983625292778015,-0.14257308840751648,-1.129931092262268,-0.14257308840751648,-1.2243133783340454
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,0.9735832214355469,-0.05404853820800781,-0.9554634690284729,-0.05404853820800781,-1.0289597511291504
Someone is about to wait in line to go into the store.,possible,1.0,0.0,0.9184101819992065,-0.09255846589803696,-1.1782974004745483,-0.09255846589803696,-1.2234240770339966
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,1.209277629852295,-0.04786156117916107,-0.9131405353546143,-0.04786156117916107,-1.009928822517395
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,1.1359529495239258,0.003585129976272583,-0.9946683645248413,0.003585129976272583,-1.0740625858306885
Someone is about to walk through an open door.,possible,1.0,0.0,1.0481531620025635,-0.002574741840362549,-1.0438308715820312,-0.002574741840362549,-1.0193543434143066
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,0.8310853242874146,-0.11062845587730408,-1.0713732242584229,-0.11062845587730408,-1.1576184034347534
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,1.2821109294891357,0.060920536518096924,-1.1985836029052734,0.060920536518096924,-1.418318271636963
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,1.0359231233596802,-0.020013734698295593,-1.0994150638580322,-0.020013734698295593,-1.1975566148757935
