subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,slider_start,response,item_id,verb,verb_participle,object,prep,classification_prefix,binary_prefix,sentence_prefix,probable,improbable,impossible,inconceivable,task_type,trial_type,rng_seed,condition,query,session_file_id,unique_id,response_item_normalized,rt_normalized,response_subj_normalized
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,11,0.0-1.0-0.10,51611,4809,"<div style=""font-size:20px;""><p>How likely is it for someone to open a jar using an opinion?</p></div>",50,0,43,open,opening,a jar,using,opening a jar using,Could someone open a jar using,[NP] opened a jar using,[POSS] hands,[POSS] feet,[POSS] mind,an opinion,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to open a jar using an opinion?,session-65d665f21a7eb,43_inconceivable,-0.7611789347855017,0.10649987957134899,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,12,0.0-1.0-0.11,58546,6934,"<div style=""font-size:20px;""><p>How likely is it for someone to fill a purse with luck?</p></div>",50,10,34,fill,filling,a purse,with,filling a purse with,Could someone fill a purse with,[NP] filled a purse with,coins,cream,sofas,luck,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to fill a purse with luck?,session-65d665f21a7eb,34_inconceivable,-0.6602515702996414,1.0110252356429588,-0.5381483860542867
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,13,0.0-1.0-0.12,62459,3911,"<div style=""font-size:20px;""><p>How likely is it for someone to store dishes inside an equation?</p></div>",50,0,60,store,storing,dishes,inside,storing dishes inside,Could someone store dishes inside,[NP] stored dishes inside,a cabinet,an attic,a thimble,an equation,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to store dishes inside an equation?,session-65d665f21a7eb,60_inconceivable,-0.8858136741386866,-0.27574189442973596,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,14,0.0-1.0-0.13,64872,2412,"<div style=""font-size:20px;""><p>How likely is it for someone to cook dinner out of the moon?</p></div>",50,0,16,cook,cooking,dinner,out of,cooking dinner out of,Could someone cook dinner out of,[NP] cooked dinner out of,pasta,insects,the moon,thoughts,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to cook dinner out of the moon?,session-65d665f21a7eb,16_impossible,-0.9052193076847832,-0.9138047220774268,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,15,0.0-1.0-0.14,67320,2446,"<div style=""font-size:20px;""><p>How likely is it for someone to break a coconut using a texture?</p></div>",50,0,2,break,breaking,a coconut,using,breaking a coconut using,Could someone break a coconut using,[NP] broke a coconut using,a rock,a table,a pillow,a texture,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to break a coconut using a texture?,session-65d665f21a7eb,2_inconceivable,-0.7112125568262287,-0.8993323163802811,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,16,0.0-1.0-0.15,69744,2423,"<div style=""font-size:20px;""><p>How likely is it for someone to dent a car with a breeze?</p></div>",50,0,23,dent,denting,a car,with,denting a car with,Could someone dent a car with,[NP] dented a car with,a baseball bat,a dumbbell,a breeze,a nap,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to dent a car with a breeze?,session-65d665f21a7eb,23_impossible,-0.8614731849973171,-0.9091224731754091,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,17,0.0-1.0-0.16,76647,6901,"<div style=""font-size:20px;""><p>How likely is it for someone to cut grass using a scythe?</p></div>",50,37,21,cut,cutting,grass,using,cutting grass using,Could someone cut grass using,[NP] cut grass using,a lawnmower,a scythe,a popsicle,an essay,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to cut grass using a scythe?,session-65d665f21a7eb,21_improbable,-0.06082806984305782,0.9969784889369055,0.09873354859981584
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,18,0.0-1.0-0.17,80933,4285,"<div style=""font-size:20px;""><p>How likely is it for someone to hang a painting using vapor?</p></div>",50,0,36,hang,hanging,a painting,using,hanging a painting using,Could someone hang a painting using,[NP] hung a painting using,screws,string,vapor,a handshake,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to hang a painting using vapor?,session-65d665f21a7eb,36_impossible,-0.9863372429289897,-0.11654543176113266,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,19,0.0-1.0-0.18,86282,5347,"<div style=""font-size:20px;""><p>How likely is it for someone to wear shoes made of wood?</p></div>",50,16,66,wear,wearing,shoes,made of,wearing shoes made of,Could someone wear shoes made of,[NP] wore shoes made of,leather,wood,stars,traffic,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to wear shoes made of wood?,session-65d665f21a7eb,66_improbable,-0.3109076184311025,0.33550441677912596,-0.39661906724226387
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,20,0.0-1.0-0.19,89729,3446,"<div style=""font-size:20px;""><p>How likely is it for someone to make a sandwich using bread?</p></div>",50,100,40,make,making,a sandwich,using,making a sandwich using,Could someone make a sandwich using,[NP] made a sandwich using,bread,lettuce,a star,a mile,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to make a sandwich using bread?,session-65d665f21a7eb,40_probable,1.0275692144855864,-0.47367332528775885,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,21,0.0-1.0-0.20,94773,5042,"<div style=""font-size:20px;""><p>How likely is it for someone to carve a statue using a sock?</p></div>",50,0,7,carve,carving,a statue,using,carving a statue using,Could someone carve a statue using,[NP] carved a statue using,a chisel,a nail,a sock,laughter,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to carve a statue using a sock?,session-65d665f21a7eb,7_impossible,-0.9065152140034349,0.20567842449590668,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,22,0.0-1.0-0.21,97271,2497,"<div style=""font-size:20px;""><p>How likely is it for someone to squeeze juice from a mumble?</p></div>",50,0,57,squeeze,squeezing,juice,from,squeezing juice from,Could someone squeeze juice from,[NP] squeezed juice from,an orange,meat,an envelope,a mumble,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to squeeze juice from a mumble?,session-65d665f21a7eb,57_inconceivable,-0.8124870049889703,-0.8776237078345624,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,23,0.0-1.0-0.22,104476,7204,"<div style=""font-size:20px;""><p>How likely is it for someone to climb a tree using a rope?</p></div>",50,68,13,climb,climbing,a tree,using,climbing a tree using,Could someone climb a tree using,[NP] climbed a tree using,a ladder,a rope,oil,a poem,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to climb a tree using a rope?,session-65d665f21a7eb,13_improbable,0.4067523953912016,1.1259531632379398,0.8299683624619335
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,24,0.0-1.0-0.23,108513,4036,"<div style=""font-size:20px;""><p>How likely is it for someone to shatter a window using a stone?</p></div>",50,100,53,shatter,shattering,a window,using,shattering a window using,Could someone shatter a window using,[NP] shattered a window using,a stone,a frisbee,confetti,a concept,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to shatter a window using a stone?,session-65d665f21a7eb,53_probable,1.3885010064763135,-0.22253452054317072,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,25,0.0-1.0-0.24,117819,9304,"<div style=""font-size:20px;""><p>How likely is it for someone to crush a soda can using a tissue?</p></div>",50,13,20,crush,crushing,a soda can,using,crushing a soda can using,Could someone crush a soda can using,[NP] crushed a soda can using,a shoe,a chair,a tissue,a day,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to crush a soda can using a tissue?,session-65d665f21a7eb,20_impossible,-0.17882666251914325,2.0198370445322364,-0.46738372664827527
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,26,0.0-1.0-0.25,120443,2622,"<div style=""font-size:20px;""><p>How likely is it for someone to drink a cup full of lightning?</p></div>",50,0,28,drink,drinking,a cup,full of,drinking a cup full of,Could someone drink a cup full of,[NP] drank a cup full of,water,honey,lightning,minutes,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to drink a cup full of lightning?,session-65d665f21a7eb,28_impossible,-0.7382479513265648,-0.8244163339479972,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,27,0.0-1.0-0.26,123032,2587,"<div style=""font-size:20px;""><p>How likely is it for someone to grow flowers inside a marble?</p></div>",50,0,35,grow,growing,flowers,inside,growing flowers inside,Could someone grow flowers inside,[NP] grew flowers inside,a pot,a mug,a marble,a sneeze,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to grow flowers inside a marble?,session-65d665f21a7eb,35_impossible,-0.9983951749527125,-0.8393143986362355,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,28,0.0-1.0-0.27,131860,8826,"<div style=""font-size:20px;""><p>How likely is it for someone to wrap a present using a dress?</p></div>",50,12,67,wrap,wrapping,a present,using,wrapping a present using,Could someone wrap a present using,[NP] wrapped a present using,paper,a dress,ketchup,gossip,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to wrap a present using a dress?,session-65d665f21a7eb,67_improbable,-0.5908592692137828,1.8163720467900109,-0.4909719464502791
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,29,0.0-1.0-0.28,139868,8006,"<div style=""font-size:20px;""><p>How likely is it for someone to pop a balloon using a thumbtack?</p></div>",50,86,49,pop,popping,a balloon,using,popping a balloon using,Could someone pop a balloon using,[NP] popped a balloon using,a thumbtack,a spear,cotton balls,a story,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to pop a balloon using a thumbtack?,session-65d665f21a7eb,49_probable,1.4032445120697667,1.4673316740941427,1.2545563188980018
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,30,0.0-1.0-0.29,144366,4496,"<div style=""font-size:20px;""><p>How likely is it for someone to unlock a door using a key?</p></div>",50,100,64,unlock,unlocking,a door,using,unlocking a door using,Could someone unlock a door using,[NP] unlocked a door using,a key,a screwdriver,a marshmallow,a lie,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to unlock a door using a key?,session-65d665f21a7eb,64_probable,1.4276385525981075,-0.026731384640610475,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,31,0.0-1.0-0.30,147353,2985,"<div style=""font-size:20px;""><p>How likely is it for someone to pave a road using happiness?</p></div>",50,1,46,pave,paving,a road,using,paving a road using,Could someone pave a road using,[NP] paved a road using,cement,seashells,a comet,happiness,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to pave a road using happiness?,session-65d665f21a7eb,46_inconceivable,-0.5771113045853039,-0.6699021201814116,-0.7504423642723208
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,32,0.0-1.0-0.31,151125,3770,"<div style=""font-size:20px;""><p>How likely is it for someone to lift a box using foam?</p></div>",50,0,38,lift,lifting,a box,using,lifting a box using,Could someone lift a box using,[NP] lifted a box using,a forklift,a pulley,foam,an emotion,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to lift a box using foam?,session-65d665f21a7eb,38_impossible,-0.8773951723509325,-0.3357598121737816,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,33,0.0-1.0-0.32,153875,2749,"<div style=""font-size:20px;""><p>How likely is it for someone to fill a bucket with buildings?</p></div>",50,0,33,fill,filling,a bucket,with,filling a bucket with,Could someone fill a bucket with,[NP] filled a bucket with,sand,acorns,buildings,time,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to fill a bucket with buildings?,session-65d665f21a7eb,33_impossible,-1.0165358443361172,-0.7703576420792468,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,34,0.0-1.0-0.33,157610,3734,"<div style=""font-size:20px;""><p>How likely is it for someone to close a jacket using a word?</p></div>",50,0,14,close,closing,a jacket,using,closing a jacket using,Could someone close a jacket using,[NP] closed a jacket using,a zipper,glue,fog,a word,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to close a jacket using a word?,session-65d665f21a7eb,14_inconceivable,-0.9164059898600344,-0.3510835358531124,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,35,0.0-1.0-0.34,160021,2401,"<div style=""font-size:20px;""><p>How likely is it for someone to smash a pumpkin using a number?</p></div>",50,0,55,smash,smashing,a pumpkin,using,smashing a pumpkin using,Could someone smash a pumpkin using,[NP] smashed a pumpkin using,a hammer,a boulder,a leaf,a number,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to smash a pumpkin using a number?,session-65d665f21a7eb,55_inconceivable,-0.8698822198754079,-0.9184869709794445,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,36,0.0-1.0-0.35,163608,3585,"<div style=""font-size:20px;""><p>How likely is it for someone to write a letter using a stylus?</p></div>",50,76,68,write,writing,a letter,using,writing a letter using,Could someone write a letter using,[NP] wrote a letter using,a pen,a stylus,a snowflake,a marathon,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to write a letter using a stylus?,session-65d665f21a7eb,68_improbable,0.7695823180469905,-0.41450672552589823,1.018674120877964
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,37,0.0-1.0-0.36,172409,8800,"<div style=""font-size:20px;""><p>How likely is it for someone to dry laundry using a fan?</p></div>",50,35,30,dry,drying,laundry,using,drying laundry using,Could someone dry laundry using,[NP] dried laundry using,a clothesline,a fan,juice,courage,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to dry laundry using a fan?,session-65d665f21a7eb,30_improbable,0.15020416959575578,1.8053049130216052,0.05155710899580824
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,38,0.0-1.0-0.37,182960,10549,"<div style=""font-size:20px;""><p>How likely is it for someone to enter a room through a wall?</p></div>",50,19,32,enter,entering,a room,through,entering a room through,Could someone enter a room through,[NP] entered a room through,a door,a window,a wall,a theory,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to enter a room through a wall?,session-65d665f21a7eb,32_impossible,-0.6150078910251936,2.5497824884424265,-0.3258544078362525
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,39,0.0-1.0-0.38,185424,2464,"<div style=""font-size:20px;""><p>How likely is it for someone to cover a window using a chant?</p></div>",50,0,18,cover,covering,a window,using,covering a window using,Could someone cover a window using,[NP] covered a window using,curtains,sheets,a hair,a chant,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to cover a window using a chant?,session-65d665f21a7eb,18_inconceivable,-1.0541756498647303,-0.8916704545406157,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,40,0.0-1.0-0.39,188306,2881,"<div style=""font-size:20px;""><p>How likely is it for someone to start a fire using kindling?</p></div>",50,100,59,start,starting,a fire,using,starting a fire using,Could someone start a fire using,[NP] started a fire using,kindling,furniture,milk,humor,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to start a fire using kindling?,session-65d665f21a7eb,59_probable,1.4291114690525724,-0.7141706552550339,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,41,0.0-1.0-0.40,193016,4708,"<div style=""font-size:20px;""><p>How likely is it for someone to paint a wall using a bathtub?</p></div>",50,0,45,paint,painting,a wall,using,painting a wall using,Could someone paint a wall using,[NP] painted a wall using,a brush,a mop,a bathtub,a whisper,critical,html-slider-response,0.5386339036811374,impossible,How likely is it for someone to paint a wall using a bathtub?,session-65d665f21a7eb,45_impossible,-0.6704395298225231,0.06350832147100424,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,42,0.0-1.0-0.41,196025,3008,"<div style=""font-size:20px;""><p>How likely is it for someone to dry their hands using a towel?</p></div>",50,100,29,dry,drying,[POSS] hands,using,drying [POSS] hands using,Could someone dry [POSS] hands using,[NP] dried [POSS] hands using,a towel,a sweater,a liquid,freedom,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to dry their hands using a towel?,session-65d665f21a7eb,29_probable,1.176986249658795,-0.6601119633862835,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,43,0.0-1.0-0.42,202146,6118,"<div style=""font-size:20px;""><p>How likely is it for someone to build a house out of brick?</p></div>",50,97,3,build,building,a house,out of,building a house out of,Could someone build a house out of,[NP] built a house out of,brick,grass,gas,language,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to build a house out of brick?,session-65d665f21a7eb,3_probable,1.5354764458744872,0.6636874989114606,1.5140267367200437
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,44,0.0-1.0-0.43,205475,3328,"<div style=""font-size:20px;""><p>How likely is it for someone to chop a carrot using a knife?</p></div>",50,100,10,chop,chopping,a carrot,using,chopping a carrot using,Could someone chop a carrot using,[NP] chopped a carrot using,a knife,a sword,a rag,a color,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to chop a carrot using a knife?,session-65d665f21a7eb,10_probable,1.7173388475199514,-0.5239010862366764,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,45,0.0-1.0-0.44,208233,2756,"<div style=""font-size:20px;""><p>How likely is it for someone to rinse fruit using a sink?</p></div>",50,100,51,rinse,rinsing,fruit,using,rinsing fruit using,Could someone rinse fruit using,[NP] rinsed fruit using,a sink,a hose,a clock,a giggle,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to rinse fruit using a sink?,session-65d665f21a7eb,51_probable,1.3859205061874467,-0.7673780291415991,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,46,0.0-1.0-0.45,213191,4956,"<div style=""font-size:20px;""><p>How likely is it for someone to melt a chocolate bar using a stove?</p></div>",50,100,42,melt,melting,a chocolate bar,using,melting a chocolate bar using,Could someone melt a chocolate bar using,[NP] melted a chocolate bar using,a stove,a radiator,a napkin,a promise,critical,html-slider-response,0.5386339036811374,probable,How likely is it for someone to melt a chocolate bar using a stove?,session-65d665f21a7eb,42_probable,1.776424587814848,0.16907175126194976,1.5847913961260551
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,47,0.0-1.0-0.46,218960,5767,"<div style=""font-size:20px;""><p>How likely is it for someone to sew a shirt using thunder?</p></div>",50,0,52,sew,sewing,a shirt,using,sewing a shirt using,Could someone sew a shirt using,[NP] sewed a shirt using,a needle,a toothpick,a potato,thunder,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to sew a shirt using thunder?,session-65d665f21a7eb,52_inconceivable,-0.6430626892616605,0.5142811930379853,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,48,0.0-1.0-0.47,221103,2141,"<div style=""font-size:20px;""><p>How likely is it for someone to catch a fish in a puddle?</p></div>",50,0,8,catch,catching,a fish,in,catching a fish in,Could someone catch a fish in,[NP] caught a fish in,a lake,a puddle,a raindrop,an exclamation,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to catch a fish in a puddle?,session-65d665f21a7eb,8_improbable,-0.6521139566667958,-1.0291583086635003,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,49,0.0-1.0-0.48,224370,3265,"<div style=""font-size:20px;""><p>How likely is it for someone to cool a room using a taste?</p></div>",50,0,17,cool,cooling,a room,using,cooling a room using,Could someone cool a room using,[NP] cooled a room using,a fan,shades,a heater,a taste,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to cool a room using a taste?,session-65d665f21a7eb,17_inconceivable,-1.003072177641852,-0.5507176026755054,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,50,0.0-1.0-0.49,228255,3882,"<div style=""font-size:20px;""><p>How likely is it for someone to construct a tower out of bubbles?</p></div>",50,0,15,construct,constructing,a tower,out of,constructing a tower out of,Could someone construct a tower out of,[NP] constructed a tower out of,blocks,bubbles,sparks,seasons,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to construct a tower out of bubbles?,session-65d665f21a7eb,15_improbable,-0.7444766504669948,-0.28808600517141913,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,51,0.0-1.0-0.50,231852,3594,"<div style=""font-size:20px;""><p>How likely is it for someone to dig a hole using a yawn?</p></div>",50,0,24,dig,digging,a hole,using,digging a hole using,Could someone dig a hole using,[NP] dug a hole using,a shovel,a spatula,dirt,a yawn,critical,html-slider-response,0.5386339036811374,inconceivable,How likely is it for someone to dig a hole using a yawn?,session-65d665f21a7eb,24_inconceivable,-0.7827002019791542,-0.4106757946060655,-0.7740305840743247
anon_subject_45,65d4fc29515df31cd1044a85,65d664954d11b0c9c36f1cef,52,0.0-1.0-0.51,236695,4841,"<div style=""font-size:20px;""><p>How likely is it for someone to craft a bowl out of mud?</p></div>",50,58,19,craft,crafting,a bowl,out of,crafting a bowl out of,Could someone craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,math,critical,html-slider-response,0.5386339036811374,improbable,How likely is it for someone to craft a bowl out of mud?,session-65d665f21a7eb,19_improbable,0.33111317644079347,0.1201209672863097,0.5940861644418955
