sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to make a house out of gas.,impossible,0.0,1.0,-17.837717056274414,125.15653991699219,-91.19877624511719,125.15653991699219,-97.74610137939453
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,-13.741167068481445,125.8448715209961,-90.90367126464844,125.8448715209961,-102.82835388183594
Someone is about to make their friend cry.,improbable,1.0,0.0,-19.975934982299805,132.37210083007812,-20.42020034790039,132.37210083007812,-22.86492156982422
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,-10.899019241333008,141.37916564941406,-62.239131927490234,141.37916564941406,-59.981651306152344
Someone is about to make their friend smile.,possible,1.0,0.0,-21.67024803161621,137.2621612548828,-28.319255828857422,137.2621612548828,-31.77496337890625
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-18.91728401184082,112.6981201171875,-57.34120559692383,112.6981201171875,-80.5166244506836
Someone is about to move a marble with their hand.,possible,1.0,0.0,-23.410400390625,85.26671600341797,-71.54710388183594,85.26671600341797,-115.04944610595703
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,-18.697574615478516,120.95355224609375,-32.00334548950195,120.95355224609375,-40.23308563232422
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-24.408897399902344,103.8289794921875,-41.856449127197266,103.8289794921875,-52.75830841064453
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,-23.236637115478516,113.03056335449219,-49.44127655029297,113.03056335449219,-70.01473999023438
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,-20.44745635986328,127.55842590332031,-45.68021011352539,127.55842590332031,-61.20255661010742
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-27.148406982421875,109.830810546875,-47.344215393066406,109.830810546875,-56.45556640625
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,-25.072208404541016,89.96742248535156,-72.07670593261719,89.96742248535156,-104.36444854736328
Someone is about to open a window with their hand.,possible,1.0,0.0,-32.048805236816406,78.7115249633789,-59.375083923339844,78.7115249633789,-92.64176940917969
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-16.010520935058594,124.42853546142578,-86.05732727050781,124.42853546142578,-103.883544921875
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-21.335506439208984,97.87721252441406,-90.50445556640625,97.87721252441406,-124.92434692382812
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-24.91613006591797,86.97106170654297,-83.28880310058594,86.97106170654297,-130.89205932617188
Someone is about to play with a toy.,possible,1.0,0.0,-21.448928833007812,102.12664794921875,-72.84158325195312,102.12664794921875,-86.38864135742188
Someone is about to play with a wolf.,improbable,0.8,0.2,-11.194714546203613,125.13644409179688,-84.685302734375,125.13644409179688,-93.26456451416016
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,-11.002809524536133,152.47994995117188,-48.621307373046875,152.47994995117188,-35.41481018066406
Someone is about to ride a cow.,improbable,0.85,0.15,-13.780414581298828,129.58164978027344,-93.6526107788086,129.58164978027344,-109.30132293701172
Someone is about to ride a horse.,possible,1.0,0.0,-21.767654418945312,125.5223388671875,-91.75337219238281,125.5223388671875,-109.52873229980469
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,-7.391045570373535,132.45166015625,-92.13739776611328,132.45166015625,-107.40689086914062
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-35.92327117919922,110.18280029296875,-48.61960983276367,110.18280029296875,-66.81854248046875
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,-32.444984436035156,119.07725524902344,-17.643295288085938,119.07725524902344,-25.131593704223633
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,-30.52973175048828,106.0400161743164,-49.13954162597656,106.0400161743164,-76.77906799316406
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,-25.016361236572266,109.33342742919922,-47.79128646850586,109.33342742919922,-71.9327392578125
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-29.85018539428711,96.38459014892578,-47.193092346191406,96.38459014892578,-72.9845199584961
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,-21.504552841186523,129.08177185058594,-38.974708557128906,129.08177185058594,-45.42998504638672
Someone is about to steal a large rock.,improbable,0.975,0.025,-22.458810806274414,97.14784240722656,-110.92745971679688,97.14784240722656,-131.56796264648438
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-14.605758666992188,115.71508026123047,-95.70135498046875,115.71508026123047,-117.19012451171875
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-14.242403030395508,114.34597778320312,-96.06399536132812,114.34597778320312,-123.29127502441406
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-11.461261749267578,103.96504974365234,-103.2256088256836,103.96504974365234,-146.1593475341797
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-24.51081085205078,89.26858520507812,-90.30088806152344,89.26858520507812,-142.93356323242188
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-22.585765838623047,71.7260513305664,-107.12843322753906,71.7260513305664,-164.9653778076172
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-24.588287353515625,115.16664123535156,-35.61888885498047,115.16664123535156,-48.45722198486328
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-38.386444091796875,66.52721405029297,-64.89625549316406,66.52721405029297,-102.45734405517578
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-32.761985778808594,94.2329330444336,-69.7420425415039,94.2329330444336,-91.14730834960938
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-23.498851776123047,102.50762176513672,-69.46797180175781,102.50762176513672,-75.1798095703125
Someone is about to walk through an open door.,possible,1.0,0.0,-39.82591247558594,77.30250549316406,-47.549278259277344,77.30250549316406,-82.93911743164062
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-14.474170684814453,96.61359405517578,-104.64434814453125,96.61359405517578,-139.32720947265625
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,-11.785453796386719,115.33419036865234,-68.26747131347656,115.33419036865234,-78.40763854980469
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,-14.327413558959961,105.28836059570312,-96.59161376953125,105.28836059570312,-120.82441711425781
