sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,-25.260857693512307,44.732975655206886,145.27971794653442,44.732975655206886,161.0879178995345
A woman applying for a job.,probable,1.0,0.0,-86.92687475302755,56.59755370569197,120.3124282625545,56.59755370569197,150.87667446532865
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,-71.696407992757,68.38773264507483,147.33934569349742,68.38773264507483,158.25000392579693
Adding a boy to 79.,far,0.0,1.0,-76.54359102942557,67.15431233840303,141.76427805821606,67.15431233840303,144.41865767317577
Adding a wall to 79.,far,0.0,1.0,-66.5742516747327,73.65947039714482,127.71155348888783,73.65947039714482,140.2793170535165
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,-42.946116566650566,59.83306890948916,135.21458874194326,59.83306890948916,155.61967724123662
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,18.632327147750388,45.09541097018461,129.54486051455288,45.09541097018461,168.99828328222858
Dividing 12 by a mile.,near,0.125,0.875,27.391461168866783,54.07427366149615,130.19758070308558,54.07427366149615,151.0228183525093
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,31.963099881120044,55.0186662157034,125.91259683706937,55.0186662157034,163.00955516164376
Dividing 12 by a teenager.,far,0.0,1.0,20.67856406227014,60.07813280597637,132.50004566999633,60.07813280597637,159.63619391004033
Dividing 12 by the number 4.,probable,0.8,0.2,13.661901499629224,65.9551008452079,154.00676186646297,65.9551008452079,167.15720495635014
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,16.419920042956306,52.323442507845634,140.33228292138392,52.323442507845634,177.59629811841182
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,45.46826710233847,46.76359791144724,135.12572352278252,46.76359791144724,178.46812499053487
Taking the square root of a toddler.,far,0.0,1.0,35.28488519797034,56.64603327397651,144.77406447782565,56.64603327397651,182.9366772478524
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,12.352426599971466,56.377818704151814,144.73986878743852,56.377818704151814,154.4232929007827
The number 10 feeling regretful.,far,0.25,0.75,27.112877484153714,49.08219419077671,153.6723368173397,49.08219419077671,187.74906321185318
The number 12 applying for a job.,far,0.3,0.7,-6.001918854370473,57.425658607263344,131.77640003969162,57.425658607263344,172.87850447067288
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,5.505487426078972,61.02049317400112,156.79323043255351,61.02049317400112,159.00629398084175
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-16.974220718618014,50.14305649703596,154.2111064679704,50.14305649703596,182.3729803453386
The number 13 writing a play.,far,0.0,1.0,19.552092052990865,53.24683991701811,138.68336451506258,53.24683991701811,184.580838847375
The number 16 being amused by a tv show.,far,0.1,0.9,-14.890823024538541,44.009564181688155,133.47529787628977,44.009564181688155,164.24831086223583
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,6.577029870148092,49.74870153658371,138.53017359337804,49.74870153658371,157.72093961446
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,23.086734813956244,45.35415849752152,152.48445204022767,45.35415849752152,164.62650495516294
