,vector_feature,fold,layer,test_condition,accuracy
204,inconceivable,0,16,improbable,0.5357142857142857
205,inconceivable,0,16,impossible,0.75
206,inconceivable,0,16,inconceivable,0.9642857142857143
207,inconceivable,0,17,improbable,0.5
208,inconceivable,0,17,impossible,0.6785714285714286
209,inconceivable,0,17,inconceivable,0.9285714285714286
210,inconceivable,0,18,improbable,0.6428571428571429
211,inconceivable,0,18,impossible,0.75
212,inconceivable,0,18,inconceivable,0.8928571428571429
213,inconceivable,0,19,improbable,0.4642857142857143
214,inconceivable,0,19,impossible,0.75
215,inconceivable,0,19,inconceivable,0.8928571428571429
216,inconceivable,0,20,improbable,0.5714285714285714
217,inconceivable,0,20,impossible,0.7142857142857143
218,inconceivable,0,20,inconceivable,0.8571428571428571
219,inconceivable,0,21,improbable,0.6071428571428571
220,inconceivable,0,21,impossible,0.7142857142857143
221,inconceivable,0,21,inconceivable,0.8571428571428571
222,inconceivable,0,22,improbable,0.5714285714285714
223,inconceivable,0,22,impossible,0.7142857142857143
224,inconceivable,0,22,inconceivable,0.8571428571428571
225,inconceivable,0,23,improbable,0.42857142857142855
226,inconceivable,0,23,impossible,0.6785714285714286
227,inconceivable,0,23,inconceivable,0.8214285714285714
228,inconceivable,0,24,improbable,0.6428571428571429
229,inconceivable,0,24,impossible,0.6785714285714286
230,inconceivable,0,24,inconceivable,0.8928571428571429
231,inconceivable,0,25,improbable,0.7142857142857143
232,inconceivable,0,25,impossible,0.7857142857142857
233,inconceivable,0,25,inconceivable,0.8928571428571429
234,improbable,1,0,improbable,0.42857142857142855
235,improbable,1,0,impossible,0.6785714285714286
236,improbable,1,0,inconceivable,0.4642857142857143
237,improbable,1,1,improbable,0.5714285714285714
238,improbable,1,1,impossible,0.5714285714285714
239,improbable,1,1,inconceivable,0.42857142857142855
240,improbable,1,2,improbable,0.42857142857142855
241,improbable,1,2,impossible,0.6428571428571429
242,improbable,1,2,inconceivable,0.75
243,improbable,1,3,improbable,0.5
244,improbable,1,3,impossible,0.6785714285714286
245,improbable,1,3,inconceivable,0.8928571428571429
246,improbable,1,4,improbable,0.6785714285714286
247,improbable,1,4,impossible,0.75
248,improbable,1,4,inconceivable,0.8928571428571429
249,improbable,1,5,improbable,0.7142857142857143
250,improbable,1,5,impossible,0.6428571428571429
251,improbable,1,5,inconceivable,0.9285714285714286
252,improbable,1,6,improbable,0.4642857142857143
253,improbable,1,6,impossible,0.7857142857142857
254,improbable,1,6,inconceivable,0.9285714285714286
255,improbable,1,7,improbable,0.6785714285714286
256,improbable,1,7,impossible,0.9285714285714286
257,improbable,1,7,inconceivable,0.75
258,improbable,1,8,improbable,0.75
259,improbable,1,8,impossible,0.7142857142857143
260,improbable,1,8,inconceivable,0.8571428571428571
261,improbable,1,9,improbable,0.5714285714285714
262,improbable,1,9,impossible,0.7857142857142857
263,improbable,1,9,inconceivable,0.8928571428571429
264,improbable,1,10,improbable,0.6071428571428571
265,improbable,1,10,impossible,0.8214285714285714
266,improbable,1,10,inconceivable,0.8571428571428571
267,improbable,1,11,improbable,0.6785714285714286
268,improbable,1,11,impossible,0.8571428571428571
269,improbable,1,11,inconceivable,0.9285714285714286
270,improbable,1,12,improbable,0.5357142857142857
271,improbable,1,12,impossible,0.9285714285714286
272,improbable,1,12,inconceivable,0.8928571428571429
273,improbable,1,13,improbable,0.6071428571428571
274,improbable,1,13,impossible,0.8928571428571429
275,improbable,1,13,inconceivable,0.8928571428571429
276,improbable,1,14,improbable,0.6071428571428571
277,improbable,1,14,impossible,0.8928571428571429
278,improbable,1,14,inconceivable,0.8928571428571429
279,improbable,1,15,improbable,0.5357142857142857
280,improbable,1,15,impossible,0.8928571428571429
281,improbable,1,15,inconceivable,0.8571428571428571
282,improbable,1,16,improbable,0.5
283,improbable,1,16,impossible,0.8928571428571429
284,improbable,1,16,inconceivable,0.8214285714285714
285,improbable,1,17,improbable,0.6785714285714286
286,improbable,1,17,impossible,0.8928571428571429
287,improbable,1,17,inconceivable,0.75
288,improbable,1,18,improbable,0.6071428571428571
289,improbable,1,18,impossible,0.8214285714285714
290,improbable,1,18,inconceivable,0.7142857142857143
291,improbable,1,19,improbable,0.7142857142857143
292,improbable,1,19,impossible,0.8214285714285714
293,improbable,1,19,inconceivable,0.75
294,improbable,1,20,improbable,0.6071428571428571
295,improbable,1,20,impossible,0.8571428571428571
296,improbable,1,20,inconceivable,0.7142857142857143
297,improbable,1,21,improbable,0.5714285714285714
298,improbable,1,21,impossible,0.8928571428571429
299,improbable,1,21,inconceivable,0.8928571428571429
300,improbable,1,22,improbable,0.6071428571428571
301,improbable,1,22,impossible,0.8571428571428571
302,improbable,1,22,inconceivable,0.8928571428571429
303,improbable,1,23,improbable,0.5357142857142857
304,improbable,1,23,impossible,0.75
305,improbable,1,23,inconceivable,0.7857142857142857
306,improbable,1,24,improbable,0.6428571428571429
307,improbable,1,24,impossible,0.8214285714285714
308,improbable,1,24,inconceivable,0.8571428571428571
309,improbable,1,25,improbable,0.6428571428571429
310,improbable,1,25,impossible,0.8214285714285714
311,improbable,1,25,inconceivable,0.8928571428571429
312,impossible,1,0,improbable,0.6428571428571429
313,impossible,1,0,impossible,0.5714285714285714
314,impossible,1,0,inconceivable,0.6428571428571429
315,impossible,1,1,improbable,0.5357142857142857
316,impossible,1,1,impossible,0.39285714285714285
317,impossible,1,1,inconceivable,0.6428571428571429
318,impossible,1,2,improbable,0.42857142857142855
319,impossible,1,2,impossible,0.6071428571428571
320,impossible,1,2,inconceivable,0.7857142857142857
321,impossible,1,3,improbable,0.6428571428571429
322,impossible,1,3,impossible,0.7142857142857143
323,impossible,1,3,inconceivable,0.9642857142857143
324,impossible,1,4,improbable,0.5714285714285714
325,impossible,1,4,impossible,0.75
326,impossible,1,4,inconceivable,0.9642857142857143
327,impossible,1,5,improbable,0.6428571428571429
328,impossible,1,5,impossible,0.8571428571428571
329,impossible,1,5,inconceivable,1.0
330,impossible,1,6,improbable,0.5357142857142857
331,impossible,1,6,impossible,0.7142857142857143
332,impossible,1,6,inconceivable,0.9642857142857143
333,impossible,1,7,improbable,0.7142857142857143
334,impossible,1,7,impossible,0.9642857142857143
335,impossible,1,7,inconceivable,0.9642857142857143
336,impossible,1,8,improbable,0.6071428571428571
337,impossible,1,8,impossible,0.75
338,impossible,1,8,inconceivable,0.9642857142857143
339,impossible,1,9,improbable,0.6071428571428571
340,impossible,1,9,impossible,0.7857142857142857
341,impossible,1,9,inconceivable,1.0
342,impossible,1,10,improbable,0.6785714285714286
343,impossible,1,10,impossible,0.8571428571428571
344,impossible,1,10,inconceivable,0.9642857142857143
345,impossible,1,11,improbable,0.6785714285714286
346,impossible,1,11,impossible,0.9285714285714286
347,impossible,1,11,inconceivable,1.0
348,impossible,1,12,improbable,0.6071428571428571
349,impossible,1,12,impossible,0.9285714285714286
350,impossible,1,12,inconceivable,1.0
351,impossible,1,13,improbable,0.8214285714285714
352,impossible,1,13,impossible,0.9285714285714286
353,impossible,1,13,inconceivable,0.9642857142857143
354,impossible,1,14,improbable,0.75
355,impossible,1,14,impossible,0.8928571428571429
356,impossible,1,14,inconceivable,0.9285714285714286
357,impossible,1,15,improbable,0.5714285714285714
358,impossible,1,15,impossible,0.8928571428571429
359,impossible,1,15,inconceivable,0.9285714285714286
360,impossible,1,16,improbable,0.7142857142857143
361,impossible,1,16,impossible,0.8928571428571429
362,impossible,1,16,inconceivable,0.8928571428571429
363,impossible,1,17,improbable,0.6071428571428571
364,impossible,1,17,impossible,0.8928571428571429
365,impossible,1,17,inconceivable,0.8928571428571429
366,impossible,1,18,improbable,0.6428571428571429
367,impossible,1,18,impossible,0.8214285714285714
368,impossible,1,18,inconceivable,0.8571428571428571
369,impossible,1,19,improbable,0.6785714285714286
370,impossible,1,19,impossible,0.75
371,impossible,1,19,inconceivable,0.8928571428571429
372,impossible,1,20,improbable,0.6071428571428571
373,impossible,1,20,impossible,0.8214285714285714
374,impossible,1,20,inconceivable,0.8571428571428571
375,impossible,1,21,improbable,0.6428571428571429
376,impossible,1,21,impossible,0.8571428571428571
377,impossible,1,21,inconceivable,0.8214285714285714
378,impossible,1,22,improbable,0.6785714285714286
379,impossible,1,22,impossible,0.8571428571428571
380,impossible,1,22,inconceivable,0.7857142857142857
381,impossible,1,23,improbable,0.6071428571428571
382,impossible,1,23,impossible,0.8214285714285714
383,impossible,1,23,inconceivable,0.7142857142857143
384,impossible,1,24,improbable,0.6428571428571429
385,impossible,1,24,impossible,0.8214285714285714
386,impossible,1,24,inconceivable,0.7142857142857143
387,impossible,1,25,improbable,0.5714285714285714
388,impossible,1,25,impossible,0.8928571428571429
389,impossible,1,25,inconceivable,0.8571428571428571
390,inconceivable,1,0,improbable,0.5357142857142857
391,inconceivable,1,0,impossible,0.5714285714285714
392,inconceivable,1,0,inconceivable,0.9642857142857143
393,inconceivable,1,1,improbable,0.42857142857142855
394,inconceivable,1,1,impossible,0.5714285714285714
395,inconceivable,1,1,inconceivable,0.8928571428571429
396,inconceivable,1,2,improbable,0.4642857142857143
397,inconceivable,1,2,impossible,0.5714285714285714
398,inconceivable,1,2,inconceivable,0.8928571428571429
399,inconceivable,1,3,improbable,0.5714285714285714
400,inconceivable,1,3,impossible,0.6785714285714286
401,inconceivable,1,3,inconceivable,1.0
402,inconceivable,1,4,improbable,0.5
403,inconceivable,1,4,impossible,0.7142857142857143
404,inconceivable,1,4,inconceivable,1.0
405,inconceivable,1,5,improbable,0.75
406,inconceivable,1,5,impossible,0.7857142857142857
407,inconceivable,1,5,inconceivable,1.0
408,inconceivable,1,6,improbable,0.6785714285714286
409,inconceivable,1,6,impossible,0.7857142857142857
410,inconceivable,1,6,inconceivable,1.0
411,inconceivable,1,7,improbable,0.7142857142857143
412,inconceivable,1,7,impossible,0.75
413,inconceivable,1,7,inconceivable,1.0
414,inconceivable,1,8,improbable,0.6428571428571429
415,inconceivable,1,8,impossible,0.8214285714285714
416,inconceivable,1,8,inconceivable,1.0
417,inconceivable,1,9,improbable,0.75
418,inconceivable,1,9,impossible,0.75
419,inconceivable,1,9,inconceivable,1.0
420,inconceivable,1,10,improbable,0.6071428571428571
421,inconceivable,1,10,impossible,0.7857142857142857
422,inconceivable,1,10,inconceivable,1.0
423,inconceivable,1,11,improbable,0.7142857142857143
424,inconceivable,1,11,impossible,0.9285714285714286
425,inconceivable,1,11,inconceivable,1.0
426,inconceivable,1,12,improbable,0.6785714285714286
427,inconceivable,1,12,impossible,0.9642857142857143
428,inconceivable,1,12,inconceivable,1.0
429,inconceivable,1,13,improbable,0.7142857142857143
430,inconceivable,1,13,impossible,0.9642857142857143
431,inconceivable,1,13,inconceivable,1.0
432,inconceivable,1,14,improbable,0.6428571428571429
433,inconceivable,1,14,impossible,0.8928571428571429
434,inconceivable,1,14,inconceivable,1.0
435,inconceivable,1,15,improbable,0.6071428571428571
436,inconceivable,1,15,impossible,0.8571428571428571
437,inconceivable,1,15,inconceivable,1.0
438,inconceivable,1,16,improbable,0.5714285714285714
439,inconceivable,1,16,impossible,0.8214285714285714
440,inconceivable,1,16,inconceivable,0.9642857142857143
441,inconceivable,1,17,improbable,0.6071428571428571
442,inconceivable,1,17,impossible,0.8214285714285714
443,inconceivable,1,17,inconceivable,0.9642857142857143
444,inconceivable,1,18,improbable,0.6071428571428571
445,inconceivable,1,18,impossible,0.6785714285714286
446,inconceivable,1,18,inconceivable,0.9642857142857143
447,inconceivable,1,19,improbable,0.6071428571428571
448,inconceivable,1,19,impossible,0.8928571428571429
449,inconceivable,1,19,inconceivable,0.8928571428571429
450,inconceivable,1,20,improbable,0.5357142857142857
451,inconceivable,1,20,impossible,0.7857142857142857
452,inconceivable,1,20,inconceivable,0.9285714285714286
453,inconceivable,1,21,improbable,0.5357142857142857
454,inconceivable,1,21,impossible,0.8214285714285714
455,inconceivable,1,21,inconceivable,1.0
456,inconceivable,1,22,improbable,0.5357142857142857
457,inconceivable,1,22,impossible,0.8928571428571429
458,inconceivable,1,22,inconceivable,0.9642857142857143
459,inconceivable,1,23,improbable,0.5357142857142857
460,inconceivable,1,23,impossible,0.75
461,inconceivable,1,23,inconceivable,0.9285714285714286
462,inconceivable,1,24,improbable,0.6071428571428571
463,inconceivable,1,24,impossible,0.8928571428571429
464,inconceivable,1,24,inconceivable,0.8928571428571429
465,inconceivable,1,25,improbable,0.5357142857142857
466,inconceivable,1,25,impossible,0.9285714285714286
467,inconceivable,1,25,inconceivable,0.9285714285714286
468,improbable,2,0,improbable,0.42857142857142855
469,improbable,2,0,impossible,0.5
470,improbable,2,0,inconceivable,0.6785714285714286
471,improbable,2,1,improbable,0.5357142857142857
472,improbable,2,1,impossible,0.6428571428571429
473,improbable,2,1,inconceivable,0.5
474,improbable,2,2,improbable,0.6428571428571429
475,improbable,2,2,impossible,0.5714285714285714
476,improbable,2,2,inconceivable,0.5714285714285714
477,improbable,2,3,improbable,0.4642857142857143
478,improbable,2,3,impossible,0.7142857142857143
479,improbable,2,3,inconceivable,0.75
480,improbable,2,4,improbable,0.6428571428571429
481,improbable,2,4,impossible,0.6785714285714286
482,improbable,2,4,inconceivable,0.8571428571428571
483,improbable,2,5,improbable,0.6071428571428571
484,improbable,2,5,impossible,0.7142857142857143
485,improbable,2,5,inconceivable,0.8571428571428571
486,improbable,2,6,improbable,0.6428571428571429
487,improbable,2,6,impossible,0.7857142857142857
488,improbable,2,6,inconceivable,0.8571428571428571
489,improbable,2,7,improbable,0.6428571428571429
490,improbable,2,7,impossible,0.75
491,improbable,2,7,inconceivable,0.8571428571428571
492,improbable,2,8,improbable,0.5357142857142857
493,improbable,2,8,impossible,0.75
494,improbable,2,8,inconceivable,0.75
495,improbable,2,9,improbable,0.7857142857142857
496,improbable,2,9,impossible,0.7857142857142857
497,improbable,2,9,inconceivable,0.8928571428571429
498,improbable,2,10,improbable,0.6785714285714286
499,improbable,2,10,impossible,0.7142857142857143
500,improbable,2,10,inconceivable,0.8214285714285714
501,improbable,2,11,improbable,0.6785714285714286
502,improbable,2,11,impossible,0.7857142857142857
503,improbable,2,11,inconceivable,0.9285714285714286
504,improbable,2,12,improbable,0.6071428571428571
505,improbable,2,12,impossible,0.75
506,improbable,2,12,inconceivable,0.8928571428571429
507,improbable,2,13,improbable,0.7857142857142857
508,improbable,2,13,impossible,0.8928571428571429
509,improbable,2,13,inconceivable,0.9285714285714286
510,improbable,2,14,improbable,0.6785714285714286
511,improbable,2,14,impossible,0.8571428571428571
512,improbable,2,14,inconceivable,0.8571428571428571
513,improbable,2,15,improbable,0.75
514,improbable,2,15,impossible,0.8571428571428571
515,improbable,2,15,inconceivable,0.7857142857142857
516,improbable,2,16,improbable,0.75
517,improbable,2,16,impossible,0.8571428571428571
518,improbable,2,16,inconceivable,0.8571428571428571
519,improbable,2,17,improbable,0.7857142857142857
520,improbable,2,17,impossible,0.8214285714285714
521,improbable,2,17,inconceivable,0.8571428571428571
522,improbable,2,18,improbable,0.6785714285714286
523,improbable,2,18,impossible,0.7857142857142857
524,improbable,2,18,inconceivable,0.8571428571428571
525,improbable,2,19,improbable,0.75
526,improbable,2,19,impossible,0.8214285714285714
527,improbable,2,19,inconceivable,0.8571428571428571
528,improbable,2,20,improbable,0.7857142857142857
529,improbable,2,20,impossible,0.9285714285714286
530,improbable,2,20,inconceivable,0.8214285714285714
531,improbable,2,21,improbable,0.6785714285714286
532,improbable,2,21,impossible,0.6785714285714286
533,improbable,2,21,inconceivable,0.7857142857142857
534,improbable,2,22,improbable,0.7142857142857143
535,improbable,2,22,impossible,0.8214285714285714
536,improbable,2,22,inconceivable,0.7857142857142857
537,improbable,2,23,improbable,0.75
538,improbable,2,23,impossible,0.8214285714285714
539,improbable,2,23,inconceivable,0.75
540,improbable,2,24,improbable,0.7142857142857143
541,improbable,2,24,impossible,0.8214285714285714
542,improbable,2,24,inconceivable,0.8571428571428571
543,improbable,2,25,improbable,0.7142857142857143
544,improbable,2,25,impossible,0.7857142857142857
545,improbable,2,25,inconceivable,0.7142857142857143
546,impossible,2,0,improbable,0.5357142857142857
547,impossible,2,0,impossible,0.6428571428571429
548,impossible,2,0,inconceivable,0.6071428571428571
549,impossible,2,1,improbable,0.6071428571428571
550,impossible,2,1,impossible,0.6428571428571429
551,impossible,2,1,inconceivable,0.6785714285714286
552,impossible,2,2,improbable,0.5357142857142857
553,impossible,2,2,impossible,0.39285714285714285
554,impossible,2,2,inconceivable,0.6428571428571429
555,impossible,2,3,improbable,0.5
556,impossible,2,3,impossible,0.6785714285714286
557,impossible,2,3,inconceivable,0.8928571428571429
558,impossible,2,4,improbable,0.5714285714285714
559,impossible,2,4,impossible,0.7857142857142857
560,impossible,2,4,inconceivable,0.8571428571428571
561,impossible,2,5,improbable,0.6071428571428571
562,impossible,2,5,impossible,0.7857142857142857
563,impossible,2,5,inconceivable,0.8571428571428571
564,impossible,2,6,improbable,0.5714285714285714
565,impossible,2,6,impossible,0.8571428571428571
566,impossible,2,6,inconceivable,0.8571428571428571
567,impossible,2,7,improbable,0.7857142857142857
568,impossible,2,7,impossible,0.8214285714285714
569,impossible,2,7,inconceivable,0.9285714285714286
570,impossible,2,8,improbable,0.6785714285714286
571,impossible,2,8,impossible,0.75
572,impossible,2,8,inconceivable,0.9285714285714286
573,impossible,2,9,improbable,0.7142857142857143
574,impossible,2,9,impossible,0.7857142857142857
575,impossible,2,9,inconceivable,0.8928571428571429
576,impossible,2,10,improbable,0.5714285714285714
577,impossible,2,10,impossible,0.8571428571428571
578,impossible,2,10,inconceivable,0.9642857142857143
579,impossible,2,11,improbable,0.5714285714285714
580,impossible,2,11,impossible,0.8928571428571429
581,impossible,2,11,inconceivable,0.9642857142857143
582,impossible,2,12,improbable,0.7142857142857143
583,impossible,2,12,impossible,0.8214285714285714
584,impossible,2,12,inconceivable,0.9642857142857143
585,impossible,2,13,improbable,0.75
586,impossible,2,13,impossible,0.8571428571428571
587,impossible,2,13,inconceivable,0.9642857142857143
588,impossible,2,14,improbable,0.8214285714285714
589,impossible,2,14,impossible,0.8571428571428571
590,impossible,2,14,inconceivable,0.9642857142857143
591,impossible,2,15,improbable,0.75
592,impossible,2,15,impossible,0.7857142857142857
593,impossible,2,15,inconceivable,0.9285714285714286
594,impossible,2,16,improbable,0.7857142857142857
595,impossible,2,16,impossible,0.8214285714285714
596,impossible,2,16,inconceivable,0.9642857142857143
