sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A woman applying for a job.,probable,1.0,0.0,-935.7222158230593,-1230.9287042567603,-6491.691570640264,-1230.9287042567603,-2988.3130807025063
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,-603.8379982424458,-637.4835478412307,-2265.9608588051506,-637.4835478412307,-1248.4213861539092
Adding a boy to 79.,far,0.0,1.0,-515.0489527255562,-548.2591652354583,-1366.0369706939082,-548.2591652354583,-979.8990135515969
Adding a wall to 79.,far,0.0,1.0,-494.4783804263942,-506.08389668940026,-887.4810359938872,-506.08389668940026,-737.317338338659
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,-547.5030543304697,-593.6902956321692,-587.642841894411,-593.6902956321692,-559.9582886356275
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,-1011.2659350516723,-1267.6200050052648,-15527.077346643324,-1267.6200050052648,-4403.192476085815
Dividing 12 by a mile.,near,0.125,0.875,-831.5345680389099,-1103.8515946093285,-16975.801498123856,-1103.8515946093285,-4781.638677760925
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,-766.1098096193641,-1008.6899947824729,-14345.432800400355,-1008.6899947824729,-4094.8284246808807
Dividing 12 by a teenager.,far,0.0,1.0,-756.5909321339948,-1064.8404750379063,-15381.139681116656,-1064.8404750379063,-4230.898656750735
Dividing 12 by the number 4.,probable,0.8,0.2,-694.7323226088531,-926.9903927687685,-8493.441264360892,-926.9903927687685,-2857.063933969979
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,-1060.6775264416017,-1306.3837643829584,-12039.833516311886,-1306.3837643829584,-3743.2942884702225
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,-1004.421830463383,-1314.1616970837108,-12270.503312753244,-1314.1616970837108,-3884.517010495425
Taking the square root of a toddler.,far,0.0,1.0,-983.0108198231494,-1296.7358681552435,-14609.838811396621,-1296.7358681552435,-3996.552313574319
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,-925.3508867345391,-1102.337537237565,-4025.3169058707485,-1102.337537237565,-2520.45113321382
The number 10 feeling regretful.,far,0.25,0.75,-909.3831259637675,-1107.4737775474464,-8767.039051995926,-1107.4737775474464,-3209.430712125878
The number 12 applying for a job.,far,0.3,0.7,-928.5898594111,-1187.850548719817,-14257.823276018658,-1187.850548719817,-4374.266249228209
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,-829.931129375635,-993.6616995453754,-7485.196709103229,-993.6616995453754,-2950.327117311756
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-911.3174481446686,-1138.1952522766314,-7566.553438741004,-1138.1952522766314,-3114.9394124462024
The number 13 writing a play.,far,0.0,1.0,-928.172069099517,-1153.7521686989476,-12585.943484443036,-1153.7521686989476,-3731.0266543788694
The number 16 being amused by a tv show.,far,0.1,0.9,-869.5214878240395,-1110.3044414503154,-7025.110636130632,-1110.3044414503154,-3059.148334674577
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,-826.4252565306444,-1012.2516217412174,-9567.872536167935,-1012.2516217412174,-3076.884573758012
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,-953.9258168787087,-1138.4847302360117,-7814.2993289431415,-1138.4847302360117,-3209.556665392017
