sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,-47.57868194580078,-15.850540161132812,-21.92027473449707,-15.850540161132812,-145.19207763671875
Dividing 12 by a mile.,near,0.125,0.875,4.490671157836914,-1.3299179077148438,-35.807037353515625,-1.3299179077148438,-192.81259155273438
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,34.09432601928711,4.515829086303711,-48.517906188964844,4.515829086303711,-219.244873046875
Dividing 12 by a teenager.,far,0.0,1.0,28.938718795776367,0.18985748291015625,-37.05918884277344,0.18985748291015625,-214.09469604492188
Dividing 12 by the number 4.,probable,0.8,0.2,17.514331817626953,49.63966369628906,-20.36104393005371,49.63966369628906,89.52655029296875
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,-1.6069450378417969,15.78770923614502,-17.370708465576172,15.78770923614502,-197.6531524658203
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,-8.11065673828125,-17.64173126220703,-35.868980407714844,-17.64173126220703,-404.81927490234375
Taking the square root of a toddler.,far,0.0,1.0,17.447336196899414,1.926156997680664,-37.55842590332031,1.926156997680664,-331.3409118652344
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,4.304555892944336,18.644577026367188,-15.035277366638184,18.644577026367188,114.71879577636719
The number 10 feeling regretful.,far,0.25,0.75,14.170745849609375,0.5032558441162109,-4.2539262771606445,0.5032558441162109,8.829803466796875
The number 12 applying for a job.,far,0.3,0.7,-43.79012680053711,-27.206079483032227,-17.716842651367188,-27.206079483032227,-266.52703857421875
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,4.360645294189453,56.76579284667969,-18.333683013916016,56.76579284667969,119.75211334228516
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-24.44747543334961,-1.4392986297607422,-20.878456115722656,-1.4392986297607422,-163.52223205566406
The number 13 writing a play.,far,0.0,1.0,-13.145875930786133,-15.484615325927734,-20.193340301513672,-15.484615325927734,-207.8524932861328
The number 16 being amused by a tv show.,far,0.1,0.9,13.619102478027344,-0.3275604248046875,-22.708026885986328,-0.3275604248046875,-175.09408569335938
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,21.34869384765625,14.482501983642578,-17.92572021484375,14.482501983642578,-87.93971252441406
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,-12.39645004272461,-8.580314636230469,4.403976917266846,-8.580314636230469,-113.76402282714844
