sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-0.003293447196483612,0.7502212524414062,209.6533966064453,0.7502212524414062,210.4036865234375
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,0.06447651237249374,-22.02861213684082,188.91763305664062,-22.02861213684082,166.8890380859375
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,0.0873626321554184,-7.47010612487793,187.67860412597656,-7.47010612487793,180.20864868164062
Someone is about to live for 1000 years.,impossible,0.0,1.0,0.13316580653190613,-22.987314224243164,131.04827880859375,-22.987314224243164,108.06101989746094
Someone is about to live for 110 years.,improbable,1.0,0.0,0.05432772636413574,-40.6631965637207,112.22615051269531,-40.6631965637207,71.5629653930664
Someone is about to live for 60 years.,possible,1.0,0.0,-0.007985197007656097,-35.78563690185547,106.92884826660156,-35.78563690185547,71.14324951171875
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-0.08000597357749939,-31.147476196289062,25.430831909179688,-31.147476196289062,-5.716678619384766
Someone is about to make a house out of bricks.,possible,0.975,0.025,-0.009375538676977158,-97.12380981445312,-167.7119140625,-97.12380981445312,-264.83575439453125
Someone is about to make a house out of gas.,impossible,0.0,1.0,-0.008029830642044544,-22.98654556274414,-233.76617431640625,-22.98654556274414,-256.752685546875
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,-0.008198585361242294,-79.76092529296875,-209.3832244873047,-79.76092529296875,-289.1441650390625
Someone is about to make their friend cry.,improbable,1.0,0.0,-0.008594134822487831,-93.94256591796875,-31.321929931640625,-93.94256591796875,-125.26458740234375
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,-0.008357051759958267,-77.24667358398438,-91.82423400878906,-77.24667358398438,-169.07095336914062
Someone is about to make their friend smile.,possible,1.0,0.0,-0.0092649906873703,-77.89551544189453,-15.823783874511719,-77.89551544189453,-93.71932983398438
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-0.008646474219858646,-73.39207458496094,-189.43179321289062,-73.39207458496094,-262.8238525390625
Someone is about to move a marble with their hand.,possible,1.0,0.0,-0.009993800893425941,-86.37305450439453,-163.56515502929688,-86.37305450439453,-249.93829345703125
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,-0.00833324808627367,-107.85733032226562,-108.82379150390625,-107.85733032226562,-216.68116760253906
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-0.019602827727794647,-36.96711730957031,10.294601440429688,-36.96711730957031,-26.672466278076172
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,0.0985887348651886,-53.07964324951172,20.73025131225586,-53.07964324951172,-32.34928894042969
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,0.14090777933597565,-50.18925094604492,28.27935028076172,-50.18925094604492,-21.909835815429688
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-0.008799501694738865,-54.05205154418945,-120.0328369140625,-54.05205154418945,-174.0849151611328
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,-0.008857809007167816,-84.86808776855469,-186.02630615234375,-84.86808776855469,-270.8945007324219
Someone is about to open a window with their hand.,possible,1.0,0.0,-0.009474234655499458,-66.26889038085938,-137.87806701660156,-66.26889038085938,-204.14700317382812
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-0.007919326424598694,-72.94916534423828,-148.58055114746094,-72.94916534423828,-221.52960205078125
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-0.008619112893939018,-80.8853988647461,-165.0957489013672,-80.8853988647461,-245.98117065429688
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-0.009990232065320015,-112.75270080566406,-189.68392944335938,-112.75270080566406,-302.4366149902344
Someone is about to play with a toy.,possible,1.0,0.0,-0.009491655975580215,-52.1097526550293,-119.18008422851562,-52.1097526550293,-171.28981018066406
Someone is about to play with a wolf.,improbable,0.8,0.2,-0.008196949027478695,-57.42383575439453,-56.80287170410156,-57.42383575439453,-114.22665405273438
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,-0.008439138531684875,-10.48741340637207,3.1204910278320312,-10.48741340637207,-7.36688232421875
Someone is about to ride a cow.,improbable,0.85,0.15,-0.008387119509279728,-78.89834594726562,-162.7391357421875,-78.89834594726562,-241.63751220703125
Someone is about to ride a horse.,possible,1.0,0.0,-0.008958045393228531,-113.08451080322266,-98.04168701171875,-113.08451080322266,-211.12625122070312
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,-0.007772843353450298,-91.51610565185547,-81.21858215332031,-91.51610565185547,-172.73477172851562
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-0.01006881333887577,-71.46831512451172,-20.580657958984375,-71.46831512451172,-92.04901123046875
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,-0.008360262960195541,-107.58627319335938,-8.234928131103516,-107.58627319335938,-115.82106018066406
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,-0.008812278509140015,-86.58956909179688,-119.08244323730469,-86.58956909179688,-205.6720733642578
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,0.10770650953054428,-56.18033218383789,1.2179450988769531,-56.18033218383789,-54.96232604980469
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-0.0499429889023304,-44.51072311401367,25.46902847290039,-44.51072311401367,-19.04166030883789
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,0.15242311358451843,-42.243736267089844,45.83876037597656,-42.243736267089844,3.59503173828125
Someone is about to steal a large rock.,improbable,0.975,0.025,-0.008197424001991749,-96.52581787109375,-169.79161071777344,-96.52581787109375,-266.3174743652344
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-0.00793960876762867,-66.29474639892578,-217.33456420898438,-66.29474639892578,-283.6293640136719
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-0.00860265176743269,-47.715415954589844,-234.92398071289062,-47.715415954589844,-282.6394348144531
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-0.008813765831291676,-61.872047424316406,-222.37106323242188,-61.872047424316406,-284.2431335449219
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-0.010399682447314262,-79.20828247070312,-45.86003875732422,-79.20828247070312,-125.06829833984375
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-0.009232799522578716,-80.36482238769531,-138.052734375,-80.36482238769531,-218.41758728027344
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-0.008428740315139294,-88.8235855102539,-55.719871520996094,-88.8235855102539,-144.5435333251953
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-0.1896902322769165,-46.715518951416016,29.0146484375,-46.715518951416016,-17.700714111328125
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-0.008785756304860115,-97.88765716552734,-151.2340545654297,-97.88765716552734,-249.12171936035156
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-0.008819624781608582,-46.90781021118164,-162.27085876464844,-46.90781021118164,-209.1787109375
Someone is about to walk through an open door.,possible,1.0,0.0,-0.009547377936542034,-97.03060913085938,-105.59078979492188,-97.03060913085938,-202.62136840820312
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-0.008533666841685772,-111.79827117919922,-210.74301147460938,-111.79827117919922,-322.5412902832031
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,-0.007554624229669571,-39.64708709716797,-176.89459228515625,-39.64708709716797,-216.5416717529297
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,-0.007671349681913853,-89.80399322509766,-162.79953002929688,-89.80399322509766,-252.60342407226562
