sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,264.02337646484375,-14.579521179199219,12.799901008605957,-14.579521179199219,-21.717369079589844
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,302.0157775878906,-15.334342956542969,12.566455841064453,-15.334342956542969,-20.8924560546875
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,301.9593811035156,-15.911368370056152,12.327953338623047,-15.911368370056152,-22.7015438079834
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,291.9417419433594,-15.621877670288086,12.84681510925293,-15.621877670288086,-23.164203643798828
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,298.48504638671875,-14.164186477661133,14.006095886230469,-14.164186477661133,-19.69681739807129
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,286.97491455078125,-15.077367782592773,12.898147583007812,-15.077367782592773,-21.696834564208984
Someone is about to find a sweater in a closet.,possible,1.0,0.0,299.4930114746094,-14.900308609008789,13.275521278381348,-14.900308609008789,-19.864662170410156
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,286.7257080078125,-14.67817497253418,12.86048698425293,-14.67817497253418,-20.91532325744629
Someone is about to have a cat as a pet.,possible,1.0,0.0,286.1173095703125,-14.801115036010742,14.380313873291016,-14.801115036010742,-22.58127784729004
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,272.13653564453125,-15.016759872436523,14.841874122619629,-15.016759872436523,-24.137224197387695
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,227.3992919921875,-14.104007720947266,15.350111961364746,-14.104007720947266,-23.029048919677734
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,286.51544189453125,-14.353368759155273,13.236785888671875,-14.353368759155273,-20.24234962463379
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,240.4779510498047,-14.42255973815918,13.897581100463867,-14.42255973815918,-21.413209915161133
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,260.750244140625,-14.809271812438965,12.873435020446777,-14.809271812438965,-21.228309631347656
Someone is about to live for 1000 years.,impossible,0.0,1.0,305.21142578125,-14.790436744689941,14.326639175415039,-14.790436744689941,-20.431180953979492
Someone is about to live for 110 years.,improbable,1.0,0.0,297.90020751953125,-16.3184814453125,13.992462158203125,-16.3184814453125,-21.80451202392578
Someone is about to live for 60 years.,possible,1.0,0.0,280.7130126953125,-15.081183433532715,14.742507934570312,-15.081183433532715,-18.69435691833496
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,293.8898620605469,-16.532503128051758,16.51555824279785,-16.532503128051758,-24.630306243896484
Someone is about to make a house out of bricks.,possible,0.975,0.025,273.2528076171875,-16.04641342163086,14.264705657958984,-16.04641342163086,-23.07834243774414
Someone is about to make a house out of gas.,impossible,0.0,1.0,257.0483093261719,-13.591580390930176,14.177064895629883,-13.591580390930176,-20.717479705810547
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,290.92156982421875,-15.88820743560791,13.714497566223145,-15.88820743560791,-24.297359466552734
Someone is about to make their friend cry.,improbable,1.0,0.0,297.4218444824219,-14.891789436340332,14.176380157470703,-14.891789436340332,-21.9517765045166
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,272.94140625,-12.704399108886719,15.162149429321289,-12.704399108886719,-19.48117446899414
Someone is about to make their friend smile.,possible,1.0,0.0,271.4923095703125,-15.958292007446289,14.223453521728516,-15.958292007446289,-22.064838409423828
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,288.083251953125,-12.984025955200195,14.12135124206543,-12.984025955200195,-19.416793823242188
Someone is about to move a marble with their hand.,possible,1.0,0.0,211.9908905029297,-14.620416641235352,11.931451797485352,-14.620416641235352,-19.233867645263672
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,288.08154296875,-12.730627059936523,13.513320922851562,-12.730627059936523,-21.919727325439453
Someone is about to not eat for 1 hour.,possible,1.0,0.0,305.44000244140625,-14.348636627197266,17.22238540649414,-14.348636627197266,-19.125795364379883
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,295.86962890625,-14.366917610168457,16.60662841796875,-14.366917610168457,-20.669858932495117
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,278.753173828125,-14.356266975402832,15.948371887207031,-14.356266975402832,-21.498764038085938
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,282.78375244140625,-13.840343475341797,14.349803924560547,-13.840343475341797,-20.09012222290039
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,292.18280029296875,-14.42983627319336,12.85090446472168,-14.42983627319336,-19.88701629638672
Someone is about to open a window with their hand.,possible,1.0,0.0,258.4207763671875,-14.449437141418457,13.45261001586914,-14.449437141418457,-20.332063674926758
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,269.71392822265625,-15.212392807006836,12.756821632385254,-15.212392807006836,-23.044025421142578
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,252.98455810546875,-16.039249420166016,12.958653450012207,-16.039249420166016,-23.364795684814453
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,121.56991577148438,-17.6903076171875,13.080423355102539,-17.6903076171875,-22.14456558227539
Someone is about to play with a toy.,possible,1.0,0.0,284.5577697753906,-14.562299728393555,16.38284683227539,-14.562299728393555,-19.599563598632812
Someone is about to play with a wolf.,improbable,0.8,0.2,273.40869140625,-14.735488891601562,16.41114616394043,-14.735488891601562,-21.193748474121094
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,286.4990539550781,-13.29155158996582,18.636459350585938,-13.29155158996582,-20.72699737548828
Someone is about to ride a cow.,improbable,0.85,0.15,286.60321044921875,-14.59815502166748,12.869525909423828,-14.59815502166748,-23.879318237304688
Someone is about to ride a horse.,possible,1.0,0.0,271.4429626464844,-14.345236778259277,14.862836837768555,-14.345236778259277,-20.50954246520996
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,242.1521759033203,-14.45355224609375,14.31872844696045,-14.45355224609375,-22.79827880859375
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,233.1534423828125,-11.98075008392334,14.069360733032227,-11.98075008392334,-19.378376007080078
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,271.6270751953125,-12.611357688903809,13.324934005737305,-12.611357688903809,-21.85515785217285
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,296.63592529296875,-14.238965034484863,12.62159538269043,-14.238965034484863,-21.87212371826172
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,308.52935791015625,-14.904685020446777,14.222034454345703,-14.904685020446777,-17.714866638183594
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,297.6029052734375,-15.51895523071289,12.58983039855957,-15.51895523071289,-17.58588409423828
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,290.5628967285156,-14.341839790344238,14.979107856750488,-14.341839790344238,-16.938688278198242
Someone is about to steal a large rock.,improbable,0.975,0.025,277.97027587890625,-14.770523071289062,13.544929504394531,-14.770523071289062,-20.84058380126953
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,305.9354248046875,-16.60845375061035,12.872432708740234,-16.60845375061035,-23.772809982299805
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,304.39208984375,-14.954815864562988,13.576472282409668,-14.954815864562988,-23.594959259033203
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,281.0780029296875,-15.083359718322754,13.897431373596191,-15.083359718322754,-23.79947280883789
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,269.2702941894531,-15.30909538269043,13.446910858154297,-15.30909538269043,-20.146146774291992
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,298.0274353027344,-15.815876007080078,12.395013809204102,-15.815876007080078,-22.45691680908203
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,285.0313415527344,-13.870376586914062,14.009693145751953,-13.870376586914062,-22.526962280273438
Someone is about to wait in line to go into the store.,possible,1.0,0.0,280.6451416015625,-15.371343612670898,13.956843376159668,-15.371343612670898,-19.958101272583008
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,292.9963684082031,-15.17835807800293,13.354803085327148,-15.17835807800293,-20.249101638793945
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,293.7884521484375,-12.90053653717041,14.61967658996582,-12.90053653717041,-20.456390380859375
Someone is about to walk through an open door.,possible,1.0,0.0,295.9355773925781,-15.081465721130371,16.19272232055664,-15.081465721130371,-21.151573181152344
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,287.8098449707031,-15.382720947265625,13.242238998413086,-15.382720947265625,-23.319053649902344
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,227.213623046875,-12.428600311279297,13.204896926879883,-12.428600311279297,-20.972286224365234
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,282.410888671875,-15.304094314575195,13.307024002075195,-15.304094314575195,-23.06119155883789
