sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Taking the square root of a toddler.,far,0.0,1.0,-0.6400077939033508,-1.460384488105774,0.8994007706642151,-1.460384488105774,1.1490869522094727
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,-0.823502779006958,-1.8118454217910767,0.6534217596054077,-1.8118454217910767,0.8114618062973022
The number 10 feeling regretful.,far,0.25,0.75,-0.9225702881813049,-1.8610141277313232,0.7462930679321289,-1.8610141277313232,1.0535428524017334
The number 12 applying for a job.,far,0.3,0.7,-0.9512180685997009,-2.176619529724121,0.7662179470062256,-2.176619529724121,0.9289539456367493
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,-0.8917532563209534,-1.687371015548706,0.6454600095748901,-1.687371015548706,0.820197343826294
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-0.8294112682342529,-1.4881185293197632,0.6522550582885742,-1.4881185293197632,0.9297093152999878
The number 13 writing a play.,far,0.0,1.0,-0.620331346988678,-1.8735624551773071,0.8184782862663269,-1.8735624551773071,1.1962337493896484
The number 16 being amused by a tv show.,far,0.1,0.9,-1.3559799194335938,-2.0225090980529785,0.6311348676681519,-2.0225090980529785,1.012052059173584
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,-1.119666576385498,-2.0985379219055176,0.6796523928642273,-2.0985379219055176,0.8848997354507446
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,-1.1896612644195557,-1.7442371845245361,0.6536138653755188,-1.7442371845245361,0.8535680770874023
