sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,-83.76922607421875,-62.56340408325195,-30.028154373168945,-62.56340408325195,-553.945068359375
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,-88.97775268554688,-60.91119384765625,-31.017507553100586,-60.91119384765625,-604.9447021484375
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,-27.772991180419922,-40.62118911743164,-27.042224884033203,-40.62118911743164,-479.3060607910156
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-67.6469955444336,-26.50523567199707,-36.8192138671875,-26.50523567199707,-592.9549560546875
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,-11.215164184570312,-40.789920806884766,-32.959388732910156,-40.789920806884766,-287.08819580078125
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-78.55301666259766,-62.885498046875,-34.33344268798828,-62.885498046875,-464.82513427734375
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,-24.00174331665039,-44.040767669677734,-28.69476318359375,-44.040767669677734,-368.3095703125
Someone is about to have a cat as a pet.,possible,1.0,0.0,-52.778038024902344,-37.45793533325195,-32.67792892456055,-37.45793533325195,-461.0595703125
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-10.108940124511719,-21.668397903442383,-27.632015228271484,-21.668397903442383,-390.3568420410156
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,44.50457763671875,8.707042694091797,-28.708099365234375,8.707042694091797,-183.56564331054688
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-56.2581901550293,-39.05182647705078,-9.853888511657715,-39.05182647705078,-157.21951293945312
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,-47.329383850097656,-5.575185775756836,-6.862852096557617,-5.575185775756836,-117.58540344238281
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,-29.12998390197754,-25.749441146850586,-6.784739017486572,-25.749441146850586,-117.30741882324219
Someone is about to live for 1000 years.,impossible,0.0,1.0,-10.133247375488281,8.035890579223633,-11.795016288757324,8.035890579223633,-213.51834106445312
Someone is about to live for 110 years.,improbable,1.0,0.0,-14.058406829833984,-3.641857147216797,-10.239362716674805,-3.641857147216797,-258.0693664550781
Someone is about to live for 60 years.,possible,1.0,0.0,-42.01775360107422,-18.804601669311523,-10.338583946228027,-18.804601669311523,-279.9877624511719
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-66.3813705444336,-48.06354904174805,-23.96941375732422,-48.06354904174805,-346.6556091308594
Someone is about to make a house out of bricks.,possible,0.975,0.025,-31.742523193359375,-28.276702880859375,-32.05076599121094,-28.276702880859375,-405.6891784667969
Someone is about to make a house out of gas.,impossible,0.0,1.0,17.72644805908203,23.342506408691406,-31.194290161132812,23.342506408691406,-263.78173828125
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,6.276180267333984,-11.35494613647461,-33.83543395996094,-11.35494613647461,-389.7212219238281
Someone is about to make their friend cry.,improbable,1.0,0.0,-6.064136505126953,-19.931760787963867,-9.044869422912598,-19.931760787963867,-122.95858764648438
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,45.19245147705078,33.53020477294922,-17.698917388916016,33.53020477294922,65.08763885498047
Someone is about to make their friend smile.,possible,1.0,0.0,-36.75481414794922,-25.98698616027832,-13.99477481842041,-25.98698616027832,-84.12792205810547
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-42.18061065673828,-21.992403030395508,-23.219289779663086,-21.992403030395508,-484.09423828125
Someone is about to move a marble with their hand.,possible,1.0,0.0,-65.53276062011719,-51.334712982177734,-29.16382598876953,-51.334712982177734,-616.4931640625
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,-12.88418960571289,4.202976226806641,-16.791854858398438,4.202976226806641,-188.47531127929688
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-26.46162986755371,-36.192588806152344,-17.36978530883789,-36.192588806152344,-387.6225280761719
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,-24.381427764892578,-29.7041015625,-15.905739784240723,-29.7041015625,-376.35357666015625
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,-1.04083251953125,-12.736320495605469,-14.232647895812988,-12.736320495605469,-259.6430358886719
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-65.91871643066406,-38.66025924682617,-18.794334411621094,-38.66025924682617,-541.455078125
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,-36.378623962402344,-38.198577880859375,-25.763978958129883,-38.198577880859375,-591.73193359375
Someone is about to open a window with their hand.,possible,1.0,0.0,-73.3253173828125,-60.70079803466797,-24.58568572998047,-60.70079803466797,-625.968994140625
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-43.861671447753906,-17.60927963256836,-34.99028015136719,-17.60927963256836,-519.7205810546875
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-20.35642433166504,-26.986042022705078,-35.653377532958984,-26.986042022705078,-556.470947265625
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-86.74480438232422,-80.4055404663086,-37.33902359008789,-80.4055404663086,-711.8148193359375
Someone is about to play with a toy.,possible,1.0,0.0,-81.24545288085938,-30.555665969848633,-24.62694549560547,-30.555665969848633,-415.273681640625
Someone is about to play with a wolf.,improbable,0.8,0.2,-39.20465087890625,-2.052593231201172,-30.942914962768555,-2.052593231201172,-392.451171875
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,-42.08233642578125,16.897300720214844,-11.528327941894531,16.897300720214844,-111.28848266601562
Someone is about to ride a cow.,improbable,0.85,0.15,-10.262901306152344,-3.8298797607421875,-38.71853256225586,-3.8298797607421875,-500.157958984375
Someone is about to ride a horse.,possible,1.0,0.0,-86.24948120117188,-48.60447692871094,-36.49628829956055,-48.60447692871094,-619.248046875
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,2.79010009765625,17.477787017822266,-37.739540100097656,17.477787017822266,-321.82989501953125
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-86.1069564819336,-23.864856719970703,-18.55626106262207,-23.864856719970703,-283.7298889160156
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,-7.514312744140625,31.953493118286133,-9.258679389953613,31.953493118286133,-24.174102783203125
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,-35.29379653930664,-21.954429626464844,-17.80558204650879,-21.954429626464844,-380.36700439453125
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,-39.23706817626953,-30.632694244384766,-16.645828247070312,-30.632694244384766,-243.11297607421875
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-50.25515365600586,-43.5035400390625,-18.237730026245117,-43.5035400390625,-342.4837646484375
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,-22.393409729003906,-18.52493667602539,-13.809621810913086,-18.52493667602539,-141.3029022216797
Someone is about to steal a large rock.,improbable,0.975,0.025,-64.62408447265625,-36.87516784667969,-43.86088562011719,-36.87516784667969,-561.4490966796875
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-15.490341186523438,-27.19384765625,-41.48505401611328,-27.19384765625,-491.624755859375
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-14.52694320678711,-21.96114158630371,-42.70470428466797,-21.96114158630371,-456.9078674316406
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-44.606597900390625,-35.244964599609375,-42.16493225097656,-35.244964599609375,-510.0958557128906
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-104.05425262451172,-75.95198822021484,-39.91860580444336,-75.95198822021484,-626.1423950195312
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-30.97942352294922,-69.8340835571289,-36.56968688964844,-69.8340835571289,-656.96630859375
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-7.119792938232422,-2.385498046875,-18.158218383789062,-2.385498046875,-260.94439697265625
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-112.090576171875,-73.37400817871094,-21.7900390625,-73.37400817871094,-550.2354736328125
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-50.942344665527344,-37.28562927246094,-30.101139068603516,-37.28562927246094,-306.68408203125
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-58.04750442504883,-7.234716415405273,-23.93768310546875,-7.234716415405273,-439.0493469238281
Someone is about to walk through an open door.,possible,1.0,0.0,-95.90217590332031,-64.21527099609375,-25.98792266845703,-64.21527099609375,-490.6824951171875
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-12.35830307006836,-43.7939453125,-39.428733825683594,-43.7939453125,-493.86181640625
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,66.93846893310547,77.63818359375,-24.033571243286133,77.63818359375,-36.65547180175781
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,18.57443618774414,-13.266902923583984,-32.347049713134766,-13.266902923583984,-375.9971923828125
