sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-1156.0040226507865,-1322.3190120656604,-3483.022428523477,-1322.3190120656604,-2118.675007487837
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,-1119.8189450315942,-1200.973132718148,-5110.140780178324,-1200.973132718148,-2485.994572620574
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,-1025.967449230047,-1089.7993627079823,-3786.2793269915605,-1089.7993627079823,-1859.8344106303953
Someone is about to live for 1000 years.,impossible,0.0,1.0,-989.6722569700472,-1178.5764297685273,-6895.28971123615,-1178.5764297685273,-2960.4039616402756
Someone is about to live for 110 years.,improbable,1.0,0.0,-1008.1296031461361,-1221.4090458533035,-6627.893480221426,-1221.4090458533035,-2985.997842266557
Someone is about to live for 60 years.,possible,1.0,0.0,-1043.5536917831155,-1263.5454247492157,-6898.629877576658,-1263.5454247492157,-3203.3673160480985
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-1118.3861265775708,-1426.324672603344,-9499.464629000524,-1426.324672603344,-3941.7433640303275
Someone is about to make a house out of bricks.,possible,0.975,0.025,-1026.38373969989,-1244.0164813045808,-7317.5681210157745,-1244.0164813045808,-2907.9980758502443
Someone is about to make a house out of gas.,impossible,0.0,1.0,-993.7505103014662,-1155.2611404363943,-7764.8179569380445,-1155.2611404363943,-2828.8905785198
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,-1041.8477620589365,-1258.5692151029389,-8166.01943702612,-1258.5692151029389,-3159.4607011769476
Someone is about to make their friend cry.,improbable,1.0,0.0,-1078.9421044376847,-1317.1902403018717,-5715.058607863946,-1317.1902403018717,-2902.944949217076
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,-921.4234955666436,-1153.3304030514998,-5550.7307540989,-1153.3304030514998,-2490.996165056079
Someone is about to make their friend smile.,possible,1.0,0.0,-1122.0747210420677,-1348.59354073727,-4536.584305479598,-1348.59354073727,-2518.537285347327
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-1047.5354008404097,-1255.9675645997054,-7056.019582261414,-1255.9675645997054,-3444.8759168393117
Someone is about to move a marble with their hand.,possible,1.0,0.0,-1109.9021493686787,-1342.3358967514196,-7252.606149422169,-1342.3358967514196,-3670.6073341899046
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,-1006.8291810787777,-1143.52122937803,-5445.30365897704,-1143.52122937803,-2480.1745485908086
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-1006.5001075037392,-1211.1261823157597,-5627.513546174685,-1211.1261823157597,-2925.7171136838742
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,-998.9760908595596,-1182.8913541443685,-6207.409392861522,-1182.8913541443685,-3174.2419862103197
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,-933.4426664591417,-1127.0284700150885,-5867.470277207667,-1127.0284700150885,-3022.9525150585923
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-1076.5834788042441,-1331.962662498583,-8362.200350810283,-1331.962662498583,-3656.3364260935914
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,-1020.8991299086881,-1261.5275822592062,-7261.529958418312,-1261.5275822592062,-3280.583108074521
Someone is about to open a window with their hand.,possible,1.0,0.0,-1113.722027509019,-1403.2998133256797,-7952.032294074528,-1403.2998133256797,-3726.4642974001017
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-1144.8228110837679,-1381.9176432554473,-8004.342767829601,-1381.9176432554473,-3718.4167070473495
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-1106.8444849808184,-1300.3695786804487,-7257.942561609145,-1300.3695786804487,-3112.518841544278
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-1243.1374828941453,-1501.2743827158845,-8617.357437370823,-1501.2743827158845,-4032.445788854462
Someone is about to play with a toy.,possible,1.0,0.0,-1238.3112501587505,-1537.8107526861297,-8498.97890883097,-1537.8107526861297,-4056.782488213394
Someone is about to play with a wolf.,improbable,0.8,0.2,-1164.3245020529976,-1433.7402675229978,-8505.474705618057,-1433.7402675229978,-3693.5056209806644
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,-1080.8742240420045,-1307.6218936741489,-5020.476336360798,-1307.6218936741489,-2562.947563559407
Someone is about to ride a cow.,improbable,0.85,0.15,-1143.9364916299187,-1347.9080672259638,-7682.147148230533,-1347.9080672259638,-3469.0344753544555
Someone is about to ride a horse.,possible,1.0,0.0,-1198.056508582917,-1421.002232832339,-8719.111386839679,-1421.002232832339,-3946.4734415730863
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,-1051.161787790205,-1228.1524597484718,-6588.709671979183,-1228.1524597484718,-3198.082237330933
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-1059.099053229671,-1295.6352911671074,-7391.023964182512,-1295.6352911671074,-3411.094106323124
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,-1003.7846161688503,-1160.5927019525348,-4434.938255619172,-1160.5927019525348,-2220.3949213409396
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,-1001.786297614718,-1214.4179785092701,-7387.384145701476,-1214.4179785092701,-3347.490460035608
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,-1054.8975921712595,-1260.3033175417074,-6967.359087314736,-1260.3033175417074,-3156.29306130228
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-1076.550340359272,-1308.0150383132982,-7437.227126220759,-1308.0150383132982,-3415.8059809634933
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,-1003.2873551342246,-1200.204951500406,-6354.110832729871,-1200.204951500406,-2809.7277634564407
Someone is about to steal a large rock.,improbable,0.975,0.025,-1105.2121879644446,-1365.3017168854553,-7709.676214510212,-1365.3017168854553,-3649.2790137331954
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-1091.890968183594,-1291.6165095632102,-5838.524546676532,-1291.6165095632102,-3030.2860935235162
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-1098.0031271359373,-1299.5572336992914,-5343.1579556450615,-1299.5572336992914,-2830.312718723234
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-1058.6252388270946,-1245.990629792509,-4465.103850537517,-1245.990629792509,-2632.9724104386273
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-1248.0164123171237,-1477.4218163786754,-8490.842140252968,-1477.4218163786754,-3722.4070883007844
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-1185.115933448083,-1380.9017997921626,-7570.798959436166,-1380.9017997921626,-3481.6662525378197
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-1004.1645343362968,-1147.970363194569,-6289.228205477899,-1147.970363194569,-2444.1826210913523
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-1165.6764068528978,-1468.7000480890288,-7367.254451482513,-1468.7000480890288,-3842.104068668783
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-1114.4604307829063,-1305.0845802555623,-6693.283435715202,-1305.0845802555623,-3153.750017754841
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-1071.9605827032437,-1228.4742580991333,-7866.5881055625905,-1228.4742580991333,-3423.7081202174263
Someone is about to walk through an open door.,possible,1.0,0.0,-1099.0363543696726,-1346.255896576256,-8046.559798343411,-1346.255896576256,-3807.2098982124794
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-1027.919359362592,-1259.1473637798188,-6487.06522665796,-1259.1473637798188,-3245.305819367964
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,-862.4989325780919,-1032.0838316379336,-4850.08852864941,-1032.0838316379336,-2279.9009380789457
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,-944.1210176091178,-1160.5747548848901,-6031.706982618569,-1160.5747548848901,-2795.2893967121363
