sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,-45.5621223449707,-4.861717224121094,-340.73187255859375,-4.861717224121094,-36.14716339111328
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-50.42103576660156,-4.990519046783447,-337.61309814453125,-4.990519046783447,-44.119808197021484
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,-42.956939697265625,-4.152288913726807,-356.9697570800781,-4.152288913726807,-28.566225051879883
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-47.30938720703125,-4.724900245666504,-436.77264404296875,-4.724900245666504,-41.604148864746094
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,-44.23562240600586,-4.307104110717773,-447.57470703125,-4.307104110717773,-38.0821418762207
Someone is about to have a cat as a pet.,possible,1.0,0.0,-48.97474670410156,-4.48866081237793,-368.128173828125,-4.48866081237793,-41.203304290771484
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-45.65397262573242,-4.369498252868652,-386.904052734375,-4.369498252868652,-36.78593444824219
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,-44.30110168457031,-4.104763031005859,-343.2305603027344,-4.104763031005859,-34.944881439208984
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-45.97618103027344,-3.9853718280792236,-150.9656982421875,-3.9853718280792236,-22.35511016845703
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,-42.60185241699219,-4.682973861694336,-218.0829315185547,-4.682973861694336,-19.376855850219727
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,-39.79065704345703,-4.198211669921875,-162.04061889648438,-4.198211669921875,-15.545146942138672
Someone is about to live for 1000 years.,impossible,0.0,1.0,-43.06024169921875,-4.40609073638916,-289.5390625,-4.40609073638916,-24.954456329345703
Someone is about to live for 110 years.,improbable,1.0,0.0,-42.194061279296875,-4.680008888244629,-279.612060546875,-4.680008888244629,-23.059059143066406
Someone is about to live for 60 years.,possible,1.0,0.0,-45.50038146972656,-4.5306077003479,-292.30712890625,-4.5306077003479,-27.67763900756836
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-52.647796630859375,-5.219391822814941,-388.9212341308594,-5.219391822814941,-42.052730560302734
Someone is about to make a house out of bricks.,possible,0.975,0.025,-41.92662811279297,-4.142892837524414,-313.4696960449219,-4.142892837524414,-26.936738967895508
Someone is about to make a house out of gas.,impossible,0.0,1.0,-40.45438003540039,-3.9059605598449707,-327.0259704589844,-3.9059605598449707,-27.026796340942383
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,-42.899314880371094,-4.172609806060791,-339.51531982421875,-4.172609806060791,-28.500293731689453
Someone is about to make their friend cry.,improbable,1.0,0.0,-47.35401916503906,-4.626505374908447,-250.45932006835938,-4.626505374908447,-31.97530746459961
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,-44.03105163574219,-4.168295860290527,-232.36788940429688,-4.168295860290527,-23.714969635009766
Someone is about to make their friend smile.,possible,1.0,0.0,-48.25726318359375,-4.069407939910889,-202.51058959960938,-4.069407939910889,-26.470748901367188
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-48.11389923095703,-5.004669189453125,-312.24383544921875,-5.004669189453125,-39.83995056152344
Someone is about to move a marble with their hand.,possible,1.0,0.0,-50.71101760864258,-4.88724422454834,-323.16644287109375,-4.88724422454834,-42.296348571777344
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,-44.789119720458984,-4.443600654602051,-236.4142303466797,-4.443600654602051,-25.405506134033203
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-49.20951461791992,-4.748046398162842,-242.657958984375,-4.748046398162842,-31.447372436523438
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,-47.65165328979492,-4.991494178771973,-275.3879699707031,-4.991494178771973,-32.817955017089844
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,-45.16875076293945,-4.483612537384033,-257.72674560546875,-4.483612537384033,-27.637653350830078
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-49.4858283996582,-4.858206272125244,-347.86865234375,-4.858206272125244,-41.72889709472656
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,-49.583274841308594,-4.736483097076416,-309.30322265625,-4.736483097076416,-38.84449005126953
Someone is about to open a window with their hand.,possible,1.0,0.0,-51.823577880859375,-4.675889015197754,-337.6567687988281,-4.675889015197754,-42.15850830078125
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-45.85462951660156,-4.919358253479004,-350.4185791015625,-4.919358253479004,-42.94886779785156
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-43.657867431640625,-4.491968154907227,-319.17230224609375,-4.491968154907227,-36.491363525390625
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-50.07904815673828,-4.907404899597168,-371.7563171386719,-4.907404899597168,-46.66584777832031
Someone is about to play with a toy.,possible,1.0,0.0,-50.71742248535156,-4.714427947998047,-369.85888671875,-4.714427947998047,-43.77202606201172
Someone is about to play with a wolf.,improbable,0.8,0.2,-47.512874603271484,-4.681753158569336,-362.4938049316406,-4.681753158569336,-41.62763977050781
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,-42.7564811706543,-4.488626480102539,-226.74609375,-4.488626480102539,-29.403854370117188
Someone is about to ride a cow.,improbable,0.85,0.15,-47.161712646484375,-4.938755035400391,-338.28961181640625,-4.938755035400391,-39.67322540283203
Someone is about to ride a horse.,possible,1.0,0.0,-49.016883850097656,-5.224538803100586,-376.6935729980469,-5.224538803100586,-43.63373565673828
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,-45.59305191040039,-5.01439905166626,-291.51605224609375,-5.01439905166626,-38.05699157714844
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-46.43153381347656,-4.29539155960083,-318.4263000488281,-4.29539155960083,-40.1200065612793
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,-42.218238830566406,-4.397841453552246,-190.48745727539062,-4.397841453552246,-26.868453979492188
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,-45.66130447387695,-4.596024036407471,-313.5054931640625,-4.596024036407471,-38.4130859375
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,-45.930023193359375,-4.649903297424316,-296.8517761230469,-4.649903297424316,-30.536911010742188
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-48.46657943725586,-4.654057502746582,-317.53692626953125,-4.654057502746582,-35.439414978027344
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,-42.689598083496094,-4.498912811279297,-271.8519287109375,-4.498912811279297,-27.581275939941406
Someone is about to steal a large rock.,improbable,0.975,0.025,-49.537906646728516,-4.993953704833984,-335.83233642578125,-4.993953704833984,-39.154212951660156
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-44.13380432128906,-4.4751482009887695,-262.59716796875,-4.4751482009887695,-30.102628707885742
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-43.225128173828125,-4.378034591674805,-239.53521728515625,-4.378034591674805,-28.773725509643555
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-42.830406188964844,-4.575371265411377,-208.29640197753906,-4.575371265411377,-29.51839256286621
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-50.023521423339844,-4.549864768981934,-349.596923828125,-4.549864768981934,-45.085121154785156
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-48.595191955566406,-4.721059799194336,-319.86767578125,-4.721059799194336,-43.50497055053711
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-43.51202392578125,-4.372797012329102,-257.9204406738281,-4.372797012329102,-27.372665405273438
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-51.289512634277344,-5.203868865966797,-309.2767333984375,-5.203868865966797,-41.57521438598633
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-45.866329193115234,-4.670127868652344,-292.689208984375,-4.670127868652344,-34.80882263183594
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-44.620323181152344,-5.00264310836792,-338.6127624511719,-5.00264310836792,-36.60710906982422
Someone is about to walk through an open door.,possible,1.0,0.0,-49.330780029296875,-5.019968032836914,-348.5410461425781,-5.019968032836914,-39.341129302978516
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-44.469112396240234,-4.599329948425293,-285.68328857421875,-4.599329948425293,-35.03038024902344
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,-41.57073211669922,-4.388069152832031,-202.96144104003906,-4.388069152832031,-21.9765625
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,-41.85787582397461,-4.579856872558594,-259.50653076171875,-4.579856872558594,-26.22551918029785
